island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc
Oshima,1,oshima8,8,,,,,1,1250,814,2,1,not_triggered,30.23,20.4,0.675,,,448.2,151.498,33.803,104,23.205,1.0,1,0.0,0,6.01,22.29,4,0.944,1.45,,50,54,4,29.579,4.224,1.4567,0.1326,67.4981,0.0,497,217.691,48.572,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,30.226,19.897,448.207,6.609,23.532,18.457,18.881,10.245,5.875,27.11,0.2497,1.8017,1.2464,35.329,27.272,0.2187,0.9277,0.4985,4,opened_or_broad,flat_span_over_pi,0.2317,guide_density_secondary,profile_fallback,sinus
Oshima,1,oshima8,8,,,,,2,646,974,3,1,not_triggered,37.59,27.69,0.737,,,673.5,210.666,31.28,133,19.748,0.919,1,0.002,0,5.77,27.49,7,0.831,1.41,,44,89,5,27.641,3.639,1.584,0.1004,77.9139,0.0,769,293.211,43.537,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,37.592,26.065,673.49,9.757,27.75,26.162,21.675,10.16,8.328,54.467,0.3001,2.575,1.2803,34.362,20.306,0.2596,1.0037,0.5008,5,opened_or_broad,flat_span_over_pi,0.1097,guide_density_secondary,boundary_sinuses,
Oshima,1,oshima8,8,,,,,3,610,1686,5,1,not_triggered,36.49,24.72,0.677,,,661.7,247.82,37.453,270,40.805,0.949,1,0.001,0,6.28,32.68,4,0.925,1.48,,37,233,2,19.977,17.476,0.9179,0.0932,182.6378,0.0,948,326.695,49.373,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,36.491,24.469,661.698,4.379,32.028,23.368,21.167,14.224,7.438,43.454,0.2322,1.6429,1.5131,39.767,7.073,0.12,0.955,0.4631,4,opened_or_broad,flat_span_over_pi,0.1357,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8,8,,,,,4,1300,1622,4,1,not_triggered,30.65,21.76,0.71,,,527.0,266.079,50.486,148,28.082,0.986,1,0.0,0,5.5,21.5,4,0.967,1.37,,23,125,2,19.834,30.652,1.7978,0.0358,228.4872,0.0,985,345.928,65.637,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,30.649,21.59,527.053,7.621,22.944,16.679,21.59,18.457,5.309,22.138,0.2314,0.9037,1.0627,53.072,39.046,0.2486,0.7725,0.4663,4,opened_or_broad,flat_span_over_pi,0.0354,guide_density_secondary,profile_fallback,orientation|sinus
Oshima,1,oshima8,8,,,,,5,589,2371,7,1,not_triggered,39.79,27.52,0.692,,,902.3,97.14,10.765,122,13.52,0.949,1,0.025,0,8.54,35.21,5,0.924,1.43,,97,25,5,9.656,1.109,0.7962,0.1362,30.2867,0.0,783,221.082,24.501,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.793,27.263,902.278,4.775,34.933,27.009,26.162,19.727,8.597,58.049,0.2461,1.3691,1.3353,11.621,1.283,0.12,0.9907,0.4089,5,opened_or_broad,flat_span_over_pi,0.0837,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8,8,,,,,6,1314,2302,6,1,not_triggered,36.83,24.55,0.667,,,673.0,171.261,25.447,95,14.116,0.931,1,0.011,0,7.14,31.44,4,0.908,1.42,,70,25,5,24.019,1.428,1.8028,0.1219,55.1827,0.0,631,272.96,40.558,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,36.83,24.071,672.96,5.301,31.444,22.437,21.421,14.986,7.142,40.06,0.2271,1.4972,1.4679,27.675,3.473,0.1439,0.9321,0.4105,4,opened_or_broad,flat_span_over_pi,0.6741,guide_density_secondary,boundary_sinuses,
Oshima,1,oshima8,8,,,,,7,463,3016,9,1,not_triggered,46.57,25.91,0.556,,,704.9,238.602,33.851,190,26.956,0.785,1,0.001,0,3.48,37.87,4,0.833,1.5,,64,126,8,17.582,16.269,1.2558,0.1864,71.878,0.0,1299,347.62,49.318,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,46.567,25.485,704.745,8.61,37.872,10.922,25.061,5.249,6.953,37.971,0.1836,2.0806,1.5112,35.538,0.0,0.1849,0.4286,0.4398,4,folded_half,2x_flat_span_over_pi,0.3261,guide_density_secondary,boundary_sinuses,folded_mouth_proxy
Oshima,1,oshima8,8,,,,,8,1221,2934,8,1,not_triggered,38.69,27.6,0.713,,,842.4,292.322,34.7,276,32.762,0.945,1,0.0,0,7.76,21.35,4,0.93,1.35,,79,197,9,17.011,17.689,1.0591,0.1864,85.1253,0.0,1352,418.258,49.649,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,38.693,27.263,842.372,4.643,33.965,27.263,24.215,17.187,8.678,59.146,0.2555,1.5862,1.4027,36.922,11.49,0.12,1.0,0.5272,3,opened_or_broad,flat_span_over_pi,0.1735,shape_end_complexity,boundary_sinuses,
