island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,1,392,1240,2,1,not_triggered,32.43,18.12,0.559,,,380.5,0.764,0.2,20,5.229,0.429,0,0.043,0,5.63,25.65,5,0.805,1.66,,20,0,0,0.2,0.0,0.0382,0.0288,0.2234,0.0,0,0.764,0.2,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,32.51,17.656,382.48,10.095,22.33,12.478,14.515,10.441,7.944,49.559,0.3557,1.1951,1.5384,0.239,0.147,0.3105,0.7067,0.488,4,folded_half,2x_flat_span_over_pi,0.1728,guide_density_secondary,boundary_sinuses,folded_mouth_proxy
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,2,977,1196,1,1,not_triggered,30.48,22.27,0.731,,,451.4,0.36,0.079,10,2.204,0.947,0,0.065,0,5.82,18.52,5,0.886,1.32,,10,0,0,0.079,0.0,0.036,0.0324,0.0793,0.0,0,0.36,0.079,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,30.558,21.9,453.76,6.656,23.817,18.504,18.335,11.884,5.89,27.248,0.2473,1.5571,1.299,0.068,0.235,0.2178,0.845,0.5998,4,opened_or_broad,flat_span_over_pi,0.2495,shape_end_complexity,boundary_sinuses,
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,3,304,1587,4,1,not_triggered,25.4,20.66,0.813,,,392.9,1.506,0.381,19,4.811,0.839,0,0.323,1,5.74,20.7,4,0.914,1.22,,15,4,0,0.348,0.033,0.0793,0.0504,0.2954,0.0,0,1.506,0.381,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,25.465,20.546,394.909,4.628,20.752,18.08,19.014,12.817,5.755,26.013,0.2773,1.4106,1.0914,0.438,0.102,0.1817,0.88,0.3812,4,opened_or_broad,flat_span_over_pi,0.1788,shape_end_complexity,boundary_sinuses,
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,4,701,1588,5,1,not_triggered,41.91,24.47,0.584,,,722.8,0.303,0.042,7,0.963,0.796,0,0.045,0,7.14,31.09,4,0.854,1.69,,7,0,0,0.042,0.0,0.0432,0.036,0.0937,0.0,0,0.303,0.042,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,42.017,23.368,726.493,5.042,36.89,18.165,17.146,14.26,5.782,26.258,0.1567,1.2738,2.1515,0.033,0.176,0.12,0.7773,0.5844,5,opened_or_broad,flat_span_over_pi,0.0595,guide_density_secondary,boundary_sinuses,orientation
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,5,1413,1566,3,1,not_triggered,42.5,25.15,0.592,,,783.8,1.138,0.145,23,2.92,0.96,0,0.056,0,4.26,37.85,4,0.893,1.68,,23,0,0,0.133,0.012,0.0495,0.0288,0.281,0.0,0,1.138,0.145,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,42.611,24.786,787.779,11.94,30.586,24.786,22.154,13.411,7.89,48.887,0.2579,1.8481,1.3806,0.154,0.173,0.2802,1.0,0.346,6,opened_or_broad,flat_span_over_pi,0.4966,guide_density_secondary,profile_fallback,sinus
Shikinejima,3.5,shikine1~4,,1|2|3|4,,,,6,1029,2058,6,1,not_triggered,56.98,41.99,0.737,,,1635.2,190.999,11.621,429,26.102,0.946,1,0.019,0,12.34,40.39,7,0.864,1.32,,409,20,9,10.596,1.025,0.4452,0.1801,22.7968,0.0,1468,386.955,23.544,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48,57.126,40.998,1643.531,13.916,43.125,39.386,35.566,12.987,12.537,123.442,0.2907,3.0327,1.2125,13.279,6.428,0.2436,0.9607,0.4589,7,opened_or_broad,flat_span_over_pi,0.3413,guide_density_secondary,profile_fallback,sinus
