island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Oshima,oshima7,1,1,1017.0,1032.5,0.0143,0.1351,weak_recovered,0.0,3.0,3.0,0.0,,
Oshima,oshima7,1,2,1048.62,1034.75,0.0573,0.2702,weak_recovered,0.0,0.875,0.5,0.0,,
Oshima,oshima7,1,3,1042.25,1039.44,0.1147,0.3821,mixed,0.125,0.625,0.0,0.0,,
Oshima,oshima7,1,4,997.5,1044.5,0.0287,0.1911,weak_recovered,0.0,-1.5,-1.5,0.0,,
Oshima,oshima7,1,5,973.46,1068.12,0.172,0.468,weak_recovered,0.0,0.0,0.0,0.0,,
Oshima,oshima7,1,6,1150.96,1075.5,0.1864,0.4871,mixed,0.154,2.692,2.5,0.0,,
Oshima,oshima7,1,7,965.39,1086.22,0.2939,0.6117,mixed,0.073,1.854,2.0,0.0,,
Oshima,oshima7,1,8,975.62,1095.75,0.0573,0.2702,weak_recovered,0.0,-0.5,-0.5,0.0,,
Oshima,oshima7,1,9,1055.1,1098.83,94.0787,10.9446,mixed,0.972,12.948,12.0,0.0,check,
Oshima,oshima7,1,10,1162.85,1102.05,0.3943,0.7085,mixed,0.727,3.455,3.0,0.0,,
Oshima,oshima7,1,11,969.26,1104.28,0.2796,0.5966,mixed,0.692,3.974,3.0,0.0,,
Oshima,oshima7,1,12,1067.5,1109.0,0.0287,0.1911,mixed,0.25,1.25,1.0,0.0,,
Oshima,oshima7,1,13,949.6,1112.2,0.0358,0.2136,weak_recovered,0.0,1.2,1.0,0.0,,
Oshima,oshima7,1,14,1154.5,1113.0,0.0717,0.3021,mixed,0.7,1.9,2.0,0.0,,
Oshima,oshima7,1,15,1177.4,1130.05,0.1434,0.4273,mixed,0.7,2.45,2.0,0.0,,
Oshima,oshima7,1,16,1027.0,1139.33,0.0215,0.1655,mixed,0.667,1.667,2.0,0.0,,
Oshima,oshima7,1,17,1167.24,1144.19,0.1505,0.4378,mixed,0.905,2.905,3.0,0.0,,
Oshima,oshima7,1,18,1094.08,1144.31,0.0932,0.3445,strong,1.0,5.692,7.0,0.0,,
Oshima,oshima7,1,19,1149.6,1144.84,0.1792,0.4777,mixed,0.96,5.96,7.0,0.0,,
Oshima,oshima7,1,20,1105.74,1150.42,0.4659,0.7702,mixed,0.8,4.0,4.0,0.0,,
Oshima,oshima7,1,21,1141.5,1151.5,0.0143,0.1351,weak_recovered,0.0,1.0,1.0,0.0,,
Oshima,oshima7,1,22,1173.5,1154.5,0.0287,0.1911,mixed,0.5,1.5,1.5,0.0,,
Oshima,oshima7,1,23,1070.5,1157.0,0.0143,0.1351,weak_recovered,0.0,1.0,1.0,0.0,,
Oshima,oshima7,1,24,1110.33,1157.33,0.0215,0.1655,mixed,0.667,2.333,2.0,0.0,,
Oshima,oshima7,1,25,1146.9,1160.08,2.4731,1.7745,mixed,0.928,8.299,6.0,0.0,,
Oshima,oshima7,1,26,1118.91,1162.06,0.2437,0.5571,mixed,0.706,3.176,3.5,0.0,,
Oshima,oshima7,1,27,1064.83,1172.83,0.043,0.234,strong,1.0,3.167,3.0,0.0,,
Oshima,oshima7,1,28,992.24,1176.78,0.6953,0.9409,mixed,0.99,5.649,5.0,0.0,,
Oshima,oshima7,1,29,1096.38,1177.06,0.1147,0.3821,mixed,0.75,3.625,3.0,0.0,,
Oshima,oshima7,1,30,1110.87,1177.15,0.3369,0.655,mixed,0.894,4.617,5.0,0.0,,
Oshima,oshima7,1,31,974.19,1177.55,0.3011,0.6191,mixed,0.929,5.167,5.0,0.0,,
Oshima,oshima7,1,32,1047.81,1180.57,0.1505,0.4378,mixed,0.81,3.143,3.0,0.0,,
Oshima,oshima7,1,33,1139.13,1184.35,2.7312,1.8648,mixed,0.969,8.538,6.0,0.0,,
Oshima,oshima7,1,34,975.5,1192.0,0.0143,0.1351,strong,1.0,2.0,2.0,0.0,,
Oshima,oshima7,1,35,995.87,1193.1,1.8996,1.5552,mixed,0.992,8.558,7.0,0.0,,
Oshima,oshima7,1,36,970.09,1204.41,0.1577,0.4481,mixed,0.955,6.227,5.5,0.0,,
Oshima,oshima7,1,37,997.6,1210.31,0.2509,0.5652,mixed,0.857,5.343,5.0,0.0,,
Oshima,oshima7,1,38,985.44,1211.33,0.0645,0.2866,mixed,0.889,3.556,4.0,0.0,,
Oshima,oshima7,1,39,1014.06,1211.74,0.4731,0.7761,mixed,0.939,8.894,9.0,0.0,,
Oshima,oshima7,1,40,1159.71,1212.67,0.172,0.468,mixed,0.917,2.75,3.0,0.0,,
Oshima,oshima7,1,41,1000.78,1217.33,0.0645,0.2866,strong,1.0,4.222,4.0,0.0,,
Oshima,oshima7,1,42,1010.65,1220.88,0.3728,0.6889,mixed,0.904,6.615,5.5,0.0,,
Oshima,oshima7,1,43,1144.83,1222.98,3.5054,2.1126,mixed,0.955,9.215,8.0,0.0,check,
Oshima,oshima7,1,44,1020.8,1224.4,0.0358,0.2136,mixed,0.8,2.6,3.0,0.0,,
Oshima,oshima7,1,45,1017.8,1229.2,0.0358,0.2136,weak_recovered,0.0,1.0,1.0,0.0,,
Oshima,oshima7,1,46,1003.04,1229.55,0.5376,0.8274,mixed,0.933,6.347,5.0,0.0,,
Oshima,oshima7,1,47,1177.75,1229.75,0.0287,0.1911,mixed,0.5,1.5,1.5,0.0,,
Oshima,oshima7,1,48,1010.0,1241.33,0.2151,0.5233,mixed,0.867,5.933,7.0,0.0,,
Oshima,oshima7,1,49,1146.45,1243.23,0.3369,0.655,mixed,0.915,5.447,5.0,0.0,,
Oshima,oshima7,1,50,1026.56,1248.11,0.0645,0.2866,mixed,0.444,1.889,1.0,0.0,,
Oshima,oshima7,1,51,1005.15,1251.44,0.3728,0.6889,mixed,0.962,11.635,12.0,0.0,,
Oshima,oshima7,1,52,1173.45,1255.64,0.0789,0.3169,mixed,0.818,3.091,3.0,0.0,,
Oshima,oshima7,1,53,1154.09,1261.89,1.9713,1.5843,mixed,0.96,12.655,11.0,0.0,,
Oshima,oshima7,1,54,1005.17,1272.19,1.4982,1.3811,mixed,0.933,9.751,7.0,0.0,,
Oshima,oshima7,1,55,1161.72,1278.3,0.6452,0.9063,mixed,0.9,5.867,5.0,0.0,,
Oshima,oshima7,1,56,1028.12,1280.67,0.172,0.468,mixed,0.875,5.0,5.5,0.0,,
Oshima,oshima7,1,57,1036.5,1288.0,0.129,0.4053,mixed,0.778,3.444,3.0,0.0,,
Oshima,oshima7,1,58,1005.78,1289.03,0.4229,0.7338,mixed,0.983,7.22,7.0,0.0,,
