island,sheet,organ_id,nearest_corolla,cx,cy,x1,y1,x2,y2,length_mm,width_mm,aspect,angle_deg,organ_type_auto,organ_type_FILL,exclude_FILL,detection_source,nearest_corolla_hint,association_confirmed,visibility_note
Toshima,toshima6~8,1,2,548.67,1083.81,524,978,575,1185,52.59,0.42,125.7,76.16,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,2,3,1576.16,1086.22,1583,964,1567,1202,78.73,0.31,256.66,-86.15,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,3,2,949.34,1110.23,937,1023,965,1197,46.22,0.39,117.71,80.86,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,4,5,963.63,1529.48,950,1420,980,1635,43.17,0.51,85.19,82.06,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,5,6,1425.91,1555.74,1430,1428,1430,1683,49.68,0.54,92.5,90.0,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,6,4,432.09,1557.01,438,1450,422,1655,60.97,0.34,178.04,-85.54,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,7,8,473.02,1985.7,453,1874,493,2091,49.46,0.44,113.38,79.56,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,8,7,975.81,2032.61,953,1915,996,2153,59.34,0.42,141.45,79.76,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,9,9,1539.93,2066.32,1531,1941,1541,2195,63.13,0.4,157.12,87.75,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,10,10,574.62,2484.9,549,2385,601,2589,41.7,0.56,74.88,75.7,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,11,12,1695.63,2517.64,1658,2427,1734,2610,38.61,0.55,70.5,67.45,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,12,11,1132.99,2547.03,1109,2437,1155,2654,47.67,0.49,98.19,78.03,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,13,15,1037.31,2901.99,1047,2775,1022,3025,66.66,0.37,179.95,-84.29,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,14,15,1424.27,2913.13,1420,2815,1434,3011,54.76,0.35,158.47,85.91,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima6~8,15,13,533.67,2957.07,501,2839,556,3074,53.26,0.47,112.43,76.83,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
