island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Toshima,toshima6~8,1,138,125,13,7,121.147,27.043,24.934,2.109,30.806,0.8779,0.19,32.0788,0.0,1,591,185.641,41.441,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,2,110,85,25,9,117.355,27.355,23.594,3.761,25.641,1.0669,0.2079,26.8458,0.0,1,527,182.043,42.434,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,3,125,106,19,4,60.05,8.012,7.051,0.961,16.678,0.4804,0.086,17.8853,0.0,1,481,172.308,22.989,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,4,154,137,17,1,51.914,12.086,10.138,1.948,35.852,0.3371,0.1577,5.1828,0.0,1,401,145.584,33.892,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,5,148,127,21,4,115.871,23.291,21.523,1.768,29.75,0.7829,0.1039,69.6702,0.0,1,526,187.577,37.705,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,6,145,134,11,4,86.021,13.319,12.521,0.798,22.45,0.5933,0.1075,26.9534,0.0,1,486,173.534,26.868,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,7,110,100,10,3,64.624,11.585,10.668,0.916,19.719,0.5875,0.0932,29.9426,0.0,1,340,117.641,21.089,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,8,80,76,4,1,50.337,12.834,12.039,0.795,20.397,0.6292,0.086,34.5376,0.0,1,202,86.172,21.971,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,9,142,136,6,0,40.81,6.298,5.716,0.582,21.915,0.2874,0.1577,2.0932,0.0,1,450,106.745,16.474,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,10,127,126,1,0,11.176,1.439,1.301,0.138,16.352,0.088,0.043,1.0753,0.0,1,214,85.125,10.961,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,11,70,70,0,0,4.896,0.702,0.614,0.087,10.031,0.0699,0.043,0.3513,0.0,1,0,4.896,0.702,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,12,226,223,3,1,49.907,3.57,3.356,0.214,16.168,0.2208,0.0932,4.0645,0.0,1,532,147.147,10.527,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,13,77,75,2,0,6.824,1.129,1.027,0.102,12.738,0.0886,0.043,1.233,0.0,1,153,45.269,7.489,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,14,104,99,5,0,10.122,1.284,1.152,0.133,13.197,0.0973,0.0502,1.9785,0.0,1,189,45.699,5.799,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
Toshima,toshima6~8,15,36,36,0,0,2.158,0.443,0.437,0.006,7.387,0.0599,0.0287,0.4588,0.0,0,0,2.158,0.443,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
