scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72
