island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc
Oshima,1,oshima8~9,,8|9,,,,1,563,871,2,1,not_triggered,33.87,22.1,0.652,,,511.4,144.229,28.203,85,16.621,0.957,1,0.015,0,6.52,22.88,6,0.88,1.47,,42,43,2,25.942,2.261,1.6968,0.0645,127.4622,0.0,372,194.968,38.124,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,33.867,21.171,511.404,7.419,26.363,16.341,20.997,17.441,5.201,21.249,0.1973,0.9369,1.2555,30.892,0.447,5,opened_or_broad,flat_span_over_pi,0.111,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,2,1124,919,3,1,not_triggered,34.21,21.84,0.638,,,535.4,193.491,36.137,132,24.653,0.963,1,0.004,0,5.42,29.26,4,0.905,1.44,,57,75,4,26.375,9.763,1.4658,0.1613,130.2722,0.0,714,267.792,50.014,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.205,20.997,535.404,4.865,29.256,17.018,18.119,13.631,5.417,23.047,0.1852,1.2484,1.6147,37.921,14.042,4,opened_or_broad,flat_span_over_pi,0.1807,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,3,1934,933,4,1,not_triggered,39.88,23.88,0.599,,,654.7,43.613,6.661,136,20.773,0.962,1,0.05,0,6.2,34.43,6,0.814,1.21,,118,18,2,5.896,0.765,0.3207,0.1147,7.9785,0.0,398,154.466,23.593,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.878,23.622,654.587,8.238,31.556,16.764,21.929,17.611,5.336,22.364,0.1691,0.9519,1.439,6.72,6.163,4,opened_or_broad,flat_span_over_pi,0.2546,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,4,592,1445,5,1,not_triggered,37.25,27.69,0.743,,,799.4,215.132,26.913,139,17.389,0.936,1,0.034,0,8.7,29.6,9,0.866,1.31,,85,54,3,24.522,2.391,1.5477,0.086,170.8887,0.0,684,322.652,40.364,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,37.253,27.517,799.354,11.364,25.805,23.029,26.755,27.263,7.33,42.204,0.2841,0.8447,0.9645,27.845,23.087,7,opened_or_broad,flat_span_over_pi,0.1954,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,5,1153,1433,6,1,not_triggered,31.24,20.49,0.656,,,454.2,152.803,33.645,77,16.954,0.951,1,0.008,0,3.96,26.52,7,0.884,1.42,,32,45,4,26.685,6.961,1.9845,0.1075,122.1791,0.0,544,219.964,48.433,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,31.242,20.151,454.114,5.138,26.019,14.393,17.865,13.885,4.582,16.486,0.1761,1.0366,1.4565,36.241,1.779,7,opened_or_broad,flat_span_over_pi,0.171,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,6,1903,1503,7,1,not_triggered,34.12,24.89,0.729,,,668.9,79.039,11.817,106,15.847,0.908,1,0.005,0,5.77,31.8,7,0.938,1.37,,101,5,1,10.848,0.969,0.7457,0.1004,60.9175,0.0,336,164.731,24.628,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.121,24.206,668.874,4.094,29.942,22.521,21.929,17.611,7.169,40.363,0.2394,1.2788,1.3654,12.917,0.494,7,opened_or_broad,flat_span_over_pi,0.9771,guide_density_secondary,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,7,517,1976,8,1,not_triggered,31.07,28.28,0.91,,,594.6,124.652,20.966,127,21.36,0.954,1,0.001,0,8.73,20.76,6,0.853,1.09,,108,19,5,19.245,1.721,0.9815,0.1577,54.9462,0.0,559,219.233,36.873,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,31.073,27.94,594.537,5.076,25.912,26.416,22.183,13.039,8.408,55.53,0.3245,2.026,1.1681,21.876,12.256,6,opened_or_broad,flat_span_over_pi,0.1686,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,8,1147,1991,9,1,not_triggered,32.77,23.03,0.703,,,541.2,138.301,25.553,133,24.573,1.0,1,0.002,0,5.26,29.11,6,0.949,1.23,,91,42,5,23.512,2.041,1.0399,0.1219,71.4838,0.0,584,219.312,40.52,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,32.766,22.691,541.189,3.932,28.749,19.05,20.828,12.954,6.064,28.879,0.2109,1.4706,1.3803,26.58,10.735,6,opened_or_broad,flat_span_over_pi,0.4185,guide_density_secondary,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,9,1866,2139,10,1,not_triggered,45.72,26.59,0.582,,,892.0,319.132,35.776,266,29.82,0.987,1,0.002,0,6.14,39.95,5,0.915,1.7,,112,154,6,25.891,9.885,1.1997,0.1362,201.7058,0.0,1159,463.476,51.958,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,45.72,26.331,892.049,5.486,40.149,18.627,23.199,15.494,5.929,27.61,0.1477,1.2022,1.7307,37.272,11.536,5,opened_or_broad,flat_span_over_pi,0.215,shape_end_complexity,boundary_sinuses,
Oshima,1,oshima8~9,,8|9,,,,10,488,2475,11,1,not_triggered,40.22,29.63,0.737,,,789.2,125.498,15.902,121,15.332,1.0,1,0.005,0,6.41,31.18,4,0.934,1.14,,115,6,4,15.148,0.754,1.0372,0.2222,67.2759,0.0,451,225.269,28.544,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,40.217,28.981,789.182,7.102,33.03,16.256,26.839,18.881,5.174,21.029,0.1567,0.861,1.2307,16.58,6.862,4,opened_or_broad,flat_span_over_pi,0.7004,guide_density_secondary,boundary_sinuses,
