island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Oshima,oshima8~9,1,85,42,43,2,144.229,28.203,25.942,2.261,16.621,1.6968,0.0645,127.4622,0.0,1,372,194.968,38.124,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,2,132,57,75,4,193.491,36.137,26.375,9.763,24.653,1.4658,0.1613,130.2722,0.0,1,714,267.792,50.014,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,3,136,118,18,2,43.613,6.661,5.896,0.765,20.773,0.3207,0.1147,7.9785,0.0,1,398,154.466,23.593,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,4,139,85,54,3,215.132,26.913,24.522,2.391,17.389,1.5477,0.086,170.8887,0.0,1,684,322.652,40.364,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,5,77,32,45,4,152.803,33.645,26.685,6.961,16.954,1.9845,0.1075,122.1791,0.0,1,544,219.964,48.433,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,6,106,101,5,1,79.039,11.817,10.848,0.969,15.847,0.7457,0.1004,60.9175,0.0,1,336,164.731,24.628,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,7,127,108,19,5,124.652,20.966,19.245,1.721,21.36,0.9815,0.1577,54.9462,0.0,1,559,219.233,36.873,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,8,133,91,42,5,138.301,25.553,23.512,2.041,24.573,1.0399,0.1219,71.4838,0.0,1,584,219.312,40.52,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,9,266,112,154,6,319.132,35.776,25.891,9.885,29.82,1.1997,0.1362,201.7058,0.0,1,1159,463.476,51.958,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,10,121,115,6,4,125.498,15.902,15.148,0.754,15.332,1.0372,0.2222,67.2759,0.0,1,451,225.269,28.544,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,11,118,109,9,5,80.487,10.602,9.668,0.934,15.544,0.6821,0.1254,13.8925,0.0,1,485,177.749,23.414,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,12,275,218,57,14,268.2,29.717,27.126,2.591,30.471,0.9753,0.2079,68.2221,0.0,1,1101,420.329,46.573,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,13,206,119,87,3,295.842,29.878,27.846,2.031,20.804,1.4361,0.1577,229.2972,0.0,1,872,406.15,41.018,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,14,128,105,23,3,185.878,26.242,25.179,1.063,18.071,1.4522,0.1362,135.8636,0.0,1,515,270.494,38.188,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
