island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Niijima,niijima1~2,1,1,350.5,1028.0,0.0287,0.1911,weak_recovered,0.0,2.5,2.0,0.0,,
Niijima,niijima1~2,1,2,309.12,1029.12,0.0573,0.2702,mixed,0.875,7.875,7.0,0.0,,
Niijima,niijima1~2,1,3,345.36,1032.36,0.1577,0.4481,strong,1.0,8.318,7.5,0.0,,
Niijima,niijima1~2,1,4,222.62,1032.88,0.0573,0.2702,mixed,0.875,6.5,7.5,0.0,,
Niijima,niijima1~2,1,5,251.5,1045.5,0.0143,0.1351,strong,1.0,6.0,6.0,0.0,,
Niijima,niijima1~2,1,6,232.0,1047.0,0.0645,0.2866,mixed,0.889,6.889,6.0,0.0,,
Niijima,niijima1~2,1,7,371.38,1047.62,0.1505,0.4378,mixed,0.952,10.286,11.0,0.0,,
Niijima,niijima1~2,1,8,357.33,1047.67,0.0215,0.1655,strong,1.0,4.667,4.0,0.0,,
Niijima,niijima1~2,1,9,330.2,1048.0,0.0717,0.3021,mixed,0.6,2.3,2.0,0.0,,
Niijima,niijima1~2,1,10,248.2,1050.4,0.0358,0.2136,strong,1.0,10.8,12.0,0.0,,
Niijima,niijima1~2,1,11,430.5,1050.5,0.0143,0.1351,weak_recovered,0.0,-1.0,-1.0,0.0,,
Niijima,niijima1~2,1,12,378.77,1054.91,0.3082,0.6265,mixed,0.93,7.372,7.0,0.0,,
Niijima,niijima1~2,1,13,328.0,1055.8,0.1792,0.4777,mixed,0.8,3.0,3.0,0.0,,
Niijima,niijima1~2,1,14,261.5,1057.67,0.086,0.3309,mixed,0.917,9.833,11.0,0.0,,
Niijima,niijima1~2,1,15,317.2,1059.4,0.0358,0.2136,strong,1.0,7.2,8.0,0.0,,
Niijima,niijima1~2,1,16,244.78,1061.78,0.129,0.4053,mixed,0.889,7.222,8.0,0.0,,
Niijima,niijima1~2,1,17,361.47,1062.52,0.5663,0.8491,mixed,0.899,4.633,4.0,0.0,,
Niijima,niijima1~2,1,18,234.53,1062.65,0.1219,0.3939,mixed,0.882,7.0,7.0,0.0,,
Niijima,niijima1~2,1,19,265.77,1063.15,0.0932,0.3445,mixed,0.923,5.923,6.0,0.0,,
Niijima,niijima1~2,1,20,217.31,1063.96,0.8029,1.0111,mixed,0.955,9.768,9.0,0.0,,
Niijima,niijima1~2,1,21,438.0,1065.5,0.0143,0.1351,weak_recovered,0.0,2.5,2.5,0.0,,
Niijima,niijima1~2,1,22,253.86,1065.78,0.2652,0.5811,mixed,0.946,7.946,9.0,0.0,,
Niijima,niijima1~2,1,23,242.67,1067.33,0.0215,0.1655,strong,1.0,6.0,5.0,0.0,,
Niijima,niijima1~2,1,24,426.5,1068.5,0.0287,0.1911,strong,1.0,9.0,8.0,0.0,,
Niijima,niijima1~2,1,25,261.75,1072.88,0.0573,0.2702,strong,1.0,8.25,9.0,0.0,,
Niijima,niijima1~2,1,26,423.8,1073.3,0.0717,0.3021,mixed,0.8,8.2,8.5,0.0,,
Niijima,niijima1~2,1,27,373.07,1074.33,0.1075,0.37,mixed,0.733,4.2,3.0,0.0,,
Niijima,niijima1~2,1,28,366.62,1076.69,0.0932,0.3445,mixed,0.846,4.0,5.0,0.0,,
Niijima,niijima1~2,1,29,271.0,1077.0,0.086,0.3309,strong,1.0,8.583,9.0,0.0,,
Niijima,niijima1~2,1,30,386.0,1080.25,0.0287,0.1911,strong,1.0,6.5,6.0,0.0,,
Niijima,niijima1~2,1,31,224.45,1080.45,0.4158,0.7276,mixed,0.931,6.517,7.0,0.0,,
Niijima,niijima1~2,1,32,210.33,1080.67,0.043,0.234,mixed,0.833,3.167,2.5,0.0,,
Niijima,niijima1~2,1,33,443.58,1081.33,0.086,0.3309,mixed,0.75,2.5,2.5,0.0,,
Niijima,niijima1~2,1,34,303.0,1081.5,0.0143,0.1351,strong,1.0,5.0,5.0,0.0,,
Niijima,niijima1~2,1,35,421.5,1085.29,0.1004,0.3575,mixed,0.929,3.429,3.0,0.0,,
Niijima,niijima1~2,1,36,332.14,1086.64,0.1004,0.3575,mixed,0.929,7.643,6.5,0.0,,
Niijima,niijima1~2,1,37,337.0,1088.8,0.0358,0.2136,mixed,0.8,3.6,3.0,0.0,,
Niijima,niijima1~2,1,38,269.0,1089.0,0.0215,0.1655,mixed,0.667,3.0,2.0,0.0,,
Niijima,niijima1~2,1,39,298.5,1090.0,0.0143,0.1351,strong,1.0,4.0,4.0,0.0,,
Niijima,niijima1~2,1,40,333.75,1090.25,0.0287,0.1911,strong,1.0,8.0,8.0,0.0,,
Niijima,niijima1~2,1,41,284.0,1090.78,0.5305,0.8218,mixed,0.932,8.419,8.5,0.0,,
Niijima,niijima1~2,1,42,406.03,1093.22,0.2652,0.5811,mixed,0.973,7.649,8.0,0.0,,
