island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Kozushima,kozu1,1,1,215.84,1076.24,0.1807,0.4797,mixed,0.48,1.72,1.0,0.0,,
Kozushima,kozu1,1,2,225.33,1080.67,0.0217,0.1662,strong,1.0,2.0,2.0,0.0,,
Kozushima,kozu1,1,3,429.46,1080.92,0.094,0.3459,mixed,0.769,2.692,2.0,0.0,,
Kozushima,kozu1,1,4,321.4,1081.2,0.0361,0.2145,mixed,0.6,2.0,2.0,0.0,,
Kozushima,kozu1,1,5,225.5,1085.5,0.0145,0.1357,strong,1.0,6.5,6.5,0.0,,
Kozushima,kozu1,1,6,221.77,1088.38,0.094,0.3459,mixed,0.769,2.769,2.0,0.0,,
Kozushima,kozu1,1,7,239.89,1090.67,0.1301,0.407,mixed,0.667,2.167,2.0,0.0,,
Kozushima,kozu1,1,8,259.47,1092.22,0.3253,0.6435,mixed,0.911,6.711,7.0,0.0,,
Kozushima,kozu1,1,9,398.41,1092.57,0.3542,0.6715,mixed,0.816,4.469,4.0,0.0,,
Kozushima,kozu1,1,10,302.62,1093.38,0.0578,0.2713,mixed,0.625,3.25,3.0,0.0,,
Kozushima,kozu1,1,11,209.6,1093.4,0.0723,0.3034,weak_recovered,0.0,-1.4,-2.0,0.0,,
Kozushima,kozu1,1,12,398.03,1104.15,0.2457,0.5594,mixed,0.941,6.765,6.0,0.0,,
Kozushima,kozu1,1,13,330.97,1107.38,0.2313,0.5427,mixed,0.625,2.188,2.0,0.0,,
Kozushima,kozu1,1,14,428.59,1112.82,0.1229,0.3955,mixed,0.882,6.412,7.0,0.0,,
Kozushima,kozu1,1,15,408.0,1113.25,0.0289,0.1919,strong,1.0,4.0,4.0,0.0,,
Kozushima,kozu1,1,16,185.0,1117.5,0.0145,0.1357,strong,1.0,5.5,5.5,0.0,,
Kozushima,kozu1,1,17,202.8,1118.4,0.0361,0.2145,strong,1.0,4.6,3.0,0.0,,
Kozushima,kozu1,1,18,230.5,1119.5,0.0145,0.1357,strong,1.0,6.5,6.5,0.0,,
Kozushima,kozu1,1,19,350.5,1119.5,0.0289,0.1919,mixed,0.75,2.5,2.5,0.0,,
Kozushima,kozu1,1,20,423.67,1119.89,0.0651,0.2878,mixed,0.778,6.556,3.0,0.0,,
Kozushima,kozu1,1,21,306.29,1121.43,0.0506,0.2538,mixed,0.857,4.429,3.0,0.0,,
Kozushima,kozu1,1,22,264.0,1122.5,0.0145,0.1357,strong,1.0,12.0,12.0,0.0,,
Kozushima,kozu1,1,23,318.5,1126.0,0.0289,0.1919,mixed,0.25,1.25,1.0,0.0,,
Kozushima,kozu1,1,24,191.01,1131.75,0.4843,0.7852,mixed,0.896,8.896,8.0,0.0,,
Kozushima,kozu1,1,25,424.71,1132.43,0.0506,0.2538,mixed,0.571,3.143,3.0,0.0,,
Kozushima,kozu1,1,26,314.03,1133.47,0.2168,0.5254,mixed,0.933,8.333,8.0,0.0,,
Kozushima,kozu1,1,27,262.26,1134.29,0.2241,0.5341,mixed,0.903,5.355,5.0,0.0,,
Kozushima,kozu1,1,28,356.36,1135.27,0.2385,0.5511,mixed,0.879,5.97,5.0,0.0,,
Kozushima,kozu1,1,29,201.67,1135.33,0.0217,0.1662,weak_recovered,0.0,-0.333,0.0,0.0,,
Kozushima,kozu1,1,30,430.5,1136.0,0.0145,0.1357,mixed,0.5,2.0,2.0,0.0,,
Kozushima,kozu1,1,31,289.65,1140.22,0.1662,0.4601,mixed,0.783,4.478,4.0,0.0,,
Kozushima,kozu1,1,32,344.0,1140.75,0.0289,0.1919,weak_recovered,0.0,0.25,0.5,0.0,,
Kozushima,kozu1,1,33,307.44,1141.15,1.0336,1.1472,mixed,0.93,7.783,7.0,0.0,,
Kozushima,kozu1,1,34,179.06,1141.31,0.1156,0.3837,strong,1.0,10.5,9.5,0.0,,
Kozushima,kozu1,1,35,411.33,1144.33,0.0217,0.1662,strong,1.0,9.667,11.0,0.0,,
Kozushima,kozu1,1,36,426.75,1145.25,0.0578,0.2713,mixed,0.75,4.625,4.0,0.0,,
Kozushima,kozu1,1,37,256.65,1146.65,0.1879,0.4892,mixed,0.577,3.577,2.5,0.0,,
Kozushima,kozu1,1,38,264.06,1148.35,0.1229,0.3955,mixed,0.706,2.353,2.0,0.0,,
Kozushima,kozu1,1,39,363.5,1149.0,0.0145,0.1357,mixed,0.5,3.5,3.5,0.0,,
Kozushima,kozu1,1,40,438.78,1152.44,0.0651,0.2878,strong,1.0,8.889,10.0,0.0,,
Kozushima,kozu1,1,41,294.16,1153.67,0.412,0.7243,mixed,0.86,6.228,6.0,0.0,,
Kozushima,kozu1,1,42,257.5,1153.83,0.0434,0.235,mixed,0.333,1.333,1.0,0.0,,
Kozushima,kozu1,1,43,173.82,1156.09,0.0795,0.3182,mixed,0.909,8.455,9.0,0.0,,
Kozushima,kozu1,1,44,380.5,1157.0,0.0145,0.1357,strong,1.0,11.0,11.0,0.0,,
Kozushima,kozu1,1,45,421.52,1160.52,0.1662,0.4601,mixed,0.957,9.783,10.0,0.0,,
Kozushima,kozu1,1,46,365.55,1164.27,0.0795,0.3182,mixed,0.909,6.0,4.0,0.0,,
Kozushima,kozu1,1,47,245.67,1164.44,0.0651,0.2878,mixed,0.667,2.889,3.0,0.0,,
Kozushima,kozu1,1,48,432.5,1165.0,0.0434,0.235,strong,1.0,11.167,9.0,0.0,,
Kozushima,kozu1,1,49,463.5,1165.0,0.0145,0.1357,strong,1.0,4.0,4.0,0.0,,
Kozushima,kozu1,1,50,303.27,1166.42,0.5855,0.8634,mixed,0.901,6.457,6.0,0.0,,
Kozushima,kozu1,1,51,289.0,1166.5,0.0289,0.1919,mixed,0.5,2.0,2.0,0.0,,
Kozushima,kozu1,1,52,321.0,1170.5,0.0145,0.1357,weak_recovered,0.0,1.0,1.0,0.0,,
Kozushima,kozu1,1,53,477.5,1173.5,0.0289,0.1919,weak_recovered,0.0,1.25,1.0,0.0,,
Kozushima,kozu1,1,54,352.4,1176.13,0.3253,0.6435,mixed,0.911,4.978,5.0,0.0,,
Kozushima,kozu1,1,55,340.67,1176.67,0.0217,0.1662,strong,1.0,4.333,3.0,0.0,,
Kozushima,kozu1,1,56,447.33,1176.67,0.0217,0.1662,strong,1.0,3.333,3.0,0.0,,
Kozushima,kozu1,1,57,467.0,1179.5,0.0145,0.1357,strong,1.0,8.0,8.0,0.0,,
Kozushima,kozu1,1,58,375.71,1181.81,0.1518,0.4396,mixed,0.905,10.286,11.0,0.0,,
Kozushima,kozu1,1,59,444.71,1183.57,0.0506,0.2538,strong,1.0,6.857,5.0,0.0,,
Kozushima,kozu1,1,60,333.67,1188.67,0.0217,0.1662,strong,1.0,11.0,14.0,0.0,,
Kozushima,kozu1,1,61,173.03,1189.66,0.4843,0.7852,mixed,0.896,4.731,4.0,0.0,,
Kozushima,kozu1,1,62,372.5,1190.0,0.0145,0.1357,strong,1.0,10.0,10.0,0.0,,
Kozushima,kozu1,1,63,376.0,1191.0,0.0506,0.2538,strong,1.0,3.571,3.0,0.0,,
Kozushima,kozu1,1,64,378.0,1194.5,0.0145,0.1357,strong,1.0,6.0,6.0,0.0,,
Kozushima,kozu1,1,65,174.43,1200.71,0.0506,0.2538,mixed,0.714,1.857,2.0,0.0,,
Kozushima,kozu1,1,66,240.67,1202.0,0.0217,0.1662,mixed,0.333,2.0,1.0,0.0,,
Kozushima,kozu1,1,67,456.25,1202.62,0.0578,0.2713,mixed,0.875,7.5,5.5,0.0,,
Kozushima,kozu1,1,68,295.6,1208.27,0.1084,0.3715,mixed,0.4,1.2,1.0,0.0,,
Kozushima,kozu1,1,69,464.4,1209.0,0.0361,0.2145,strong,1.0,7.0,6.0,0.0,,
Kozushima,kozu1,1,70,227.2,1209.4,0.0361,0.2145,mixed,0.4,1.6,1.0,0.0,,
