date,island,no,lat,lon,id,collar,organ,status
2026.7.5,oshima,8,34.72078,139.35477,5,44,44,p
2026.7.5,oshima,8,34.72078,139.35477,5,45,45,p
2026.7.5,oshima,8,34.72078,139.35477,6,47,47,p
2026.7.5,oshima,8,34.72078,139.35477,6,48,48,s
2026.7.5,oshima,8,34.72078,139.35477,7,50,50,s
2026.7.5,oshima,8,34.72078,139.35477,7,51,51,s
2026.7.5,oshima,8,34.72078,139.35477,8,53,53,s
2026.7.5,oshima,8,34.72078,139.35477,8,54,54,p
2026.7.5,oshima,9,34.68577,139.3975,1,46,na,na
2026.7.5,oshima,9,34.68577,139.3975,1,49,49,p
2026.7.5,oshima,9,34.68577,139.3975,2,52,52,p
2026.7.5,oshima,9,34.68577,139.3975,2,55,55,s
2026.7.5,oshima,9,34.68577,139.3975,3,56,56,s
2026.7.5,oshima,9,34.68577,139.3975,3,57,57,s
2026.7.5,oshima,10,34.68464,139.43596,1,58,58,p
2026.7.5,oshima,10,34.68464,139.43596,2,59,59,s
2026.7.5,oshima,10,34.68464,139.43596,2,60,60,p
2026.7.5,oshima,11,34.69635,139.44916,1,61,61,p
2026.7.5,oshima,11,34.69635,139.44916,1,62,62,p
2026.7.5,oshima,11,34.69635,139.44916,2,63,63,s
2026.7.5,oshima,11,34.69635,139.44916,2,64,64,p
2026.7.5,oshima,11,34.69635,139.44916,3,65,65,s
2026.7.5,oshima,11,34.69635,139.44916,3,66,66,p
2026.7.5,oshima,11,34.69635,139.44916,4,67,67,s
2026.7.5,oshima,11,34.69635,139.44916,4,68,68,p
2026.7.5,oshima,12,34.78322,139.41216,1,69,69,s
2026.7.5,oshima,12,34.78322,139.41216,1,70,70,p
2026.7.5,oshima,12,34.78322,139.41216,2,71,71,p
2026.7.5,oshima,12,34.78322,139.41216,2,72,72,p
2026.7.5,oshima,13,34.77117,139.35234,1,73,73,s
2026.7.5,oshima,13,34.77117,139.35234,1,74,74,s
2026.7.5,oshima,13,34.77117,139.35234,2,75,75,s
2026.7.5,oshima,13,34.77117,139.35234,3,79,79,p
2026.7.5,oshima,13,34.77117,139.35234,3,76,76,s
2026.7.5,oshima,13,34.77117,139.35234,4,77,77,p
2026.7.5,oshima,13,34.77117,139.35234,4,78,78,s
2026.7.5,oshima,14,34.7697,139.35234,1,80,80,s
2026.7.5,oshima,14,34.7697,139.35234,2,81,81,s
2026.7.5,oshima,14,34.7697,139.35234,2,82,82,s
2026.7.5,oshima,14,34.7697,139.35234,3,83,83,s
2026.7.5,oshima,14,34.7697,139.35234,3,84,84,s
2026.7.5,oshima,15,34.76532,139.34987,1,85,85,p
2026.7.5,oshima,15,34.76532,139.34987,1,86,86,p
2026.7.5,oshima,15,34.76532,139.34987,2,87,87,p
2026.7.5,oshima,15,34.76532,139.34987,2,88,88,s
2026.7.6,toshima,1,34.53122,139.27763,1,89,89,s
2026.7.6,toshima,1,34.53122,139.27763,1,90,90,s
2026.7.6,toshima,1,34.53122,139.27763,2,91,91,p
2026.7.6,toshima,1,34.53122,139.27763,2,92,92,s
2026.7.6,toshima,1,34.53122,139.27763,3,93,93,p
2026.7.6,toshima,1,34.53122,139.27763,4,94,94,s
2026.7.6,toshima,1,34.53122,139.27763,5,95,95,p
2026.7.6,toshima,1,34.53122,139.27763,6,96,96,s
2026.7.6,toshima,1,34.53122,139.27763,7,97,97,s
2026.7.6,toshima,1,34.53122,139.27763,7,98,98,s
2026.7.6,toshima,1,34.53122,139.27763,8,99,99,s
2026.7.6,toshima,2,34.53157,139.27893,1,100,100,s
2026.7.6,toshima,2,34.53157,139.27893,2,101,101,s
2026.7.6,toshima,2,34.53157,139.27893,2,102,102,s
2026.7.6,toshima,2,34.53157,139.27893,4,103,103,p
2026.7.6,toshima,2,34.53157,139.27893,4,104,104,p
2026.7.6,toshima,2,34.53157,139.27893,3,105,105,s
2026.7.6,toshima,2,34.53157,139.27893,5,106,106,p
2026.7.6,toshima,2,34.53157,139.27893,6,107,107,p
2026.7.6,toshima,2,34.53157,139.27893,6,108,108,p
2026.7.6,toshima,2,34.53157,139.27893,7,109,109,p
2026.7.6,toshima,2,34.53157,139.27893,7,110,110,s
2026.7.6,toshima,2,34.53157,139.27893,8,111,111,s
2026.7.6,toshima,2,34.53157,139.27893,8,112,112,s
2026.7.6,toshima,2,34.53157,139.27893,9,113,113,s
2026.7.6,toshima,2,34.53157,139.27893,9,114,114,p
2026.7.6,toshima,2,34.53157,139.27893,10,115,115,s
2026.7.6,toshima,2,34.53157,139.27893,10,116,116,s
2026.7.6,toshima,2,34.53157,139.27893,11,117,117,p
2026.7.6,toshima,3,34.5314,139.27907,1,118,118,p
2026.7.6,toshima,3,34.5314,139.27907,1,119,119,p
2026.7.6,toshima,3,34.5314,139.27907,2,120,120,p
2026.7.6,toshima,3,34.5314,139.27907,2,121,121,s
2026.7.6,toshima,3,34.5314,139.27907,3,122,122,p
2026.7.6,toshima,3,34.5314,139.27907,3,123,123,p
2026.7.6,toshima,3,34.5314,139.27907,4,124,124,s
2026.7.6,toshima,3,34.5314,139.27907,4,125,125,p
2026.7.6,toshima,3,34.5314,139.27907,5,126,126,s
2026.7.6,toshima,3,34.5314,139.27907,5,127,127,s
2026.7.6,toshima,4,34.5157985,139.27774,1,128,128,s
2026.7.6,toshima,4,34.5157985,139.27774,1,129,129,s
2026.7.6,toshima,5,34.5316887,139.2788761,1,130,130,p
2026.7.6,toshima,5,34.5316887,139.2788761,1,131,131,s
2026.7.6,toshima,5,34.5316887,139.2788761,2,132,132,s
2026.7.6,toshima,5,34.5316887,139.2788761,2,133,133,p
2026.7.6,toshima,6,34.5316887,139.2788761,1,134,134,p
2026.7.6,toshima,6,34.5316887,139.2788761,1,135,135,s
2026.7.6,toshima,6,34.5316887,139.2788761,2,136,136,p
2026.7.6,toshima,6,34.5316887,139.2788761,3,137,137,s
2026.7.6,toshima,6,34.5316887,139.2788761,3,138,138,p
2026.7.6,toshima,6,34.5316887,139.2788761,4,139,139,p
2026.7.6,toshima,6,34.5316887,139.2788761,4,140,140,s
2026.7.6,toshima,7,34.5250753,139.2702766,1,141,141,s
2026.7.6,toshima,7,34.5250753,139.2702766,1,142,142,p
2026.7.6,toshima,7,34.5250753,139.2702766,2,143,143,p
2026.7.6,toshima,7,34.5250753,139.2702766,2,144,144,s
2026.7.6,toshima,8,34.52831,139.2711,1,145,145,s
2026.7.6,toshima,8,34.52831,139.2711,2,146,146,p
2026.7.6,toshima,8,34.52831,139.2711,2,147,147,s
2026.7.6,toshima,8,34.52831,139.2711,3,148,148,s
2026.7.6,toshima,8,34.52831,139.2711,4,150,150,s
2026.7.6,toshima,8,34.52831,139.2711,4,151,151,s
2026.7.6,toshima,8,34.52831,139.2711,5,152,152,s
2026.7.6,toshima,8,34.52831,139.2711,5,149,149,p
2026.7.7,niijima,1,34.36122,139.25633,1,153,153,p
2026.7.7,niijima,1,34.36122,139.25633,1,154,154,p
2026.7.7,niijima,1,34.36122,139.25633,1,155,155,s
2026.7.7,niijima,2,34.4126,139.27922,1,156,156,p
2026.7.7,niijima,2,34.4126,139.27922,1,157,157,p
2026.7.7,niijima,2,34.4126,139.27922,2,158,158,p
2026.7.7,niijima,2,34.4126,139.27922,2,159,159,s
2026.7.7,niijima,2,34.4126,139.27922,3,160,160,p
2026.7.7,niijima,2,34.4126,139.27922,3,161,161,p
2026.7.7,niijima,2,34.4126,139.27922,4,162,162,s
2026.7.7,niijima,2,34.4126,139.27922,5,163,163,s
2026.7.7,niijima,2,34.4126,139.27922,5,164,164,p
2026.7.7,niijima,2,34.4126,139.27922,6,165,165,p
2026.7.7,niijima,2,34.4126,139.27922,7,166,166,s
2026.7.7,niijima,2,34.4126,139.27922,7,167,167,s
2026.7.7,niijima,2,34.4126,139.27922,8,168,168,s
2026.7.7,niijima,2,34.4126,139.27922,8,169,169,s
2026.7.7,niijima,2,34.4126,139.27922,9,170,170,p
2026.7.7,niijima,2,34.4126,139.27922,10,171,171,p
2026.7.7,niijima,2,34.4126,139.27922,10,172,172,p
2026.7.7,niijima,2,34.4126,139.27922,11,173,173,p
2026.7.7,niijima,2,34.4126,139.27922,11,175,175,p
2026.7.7,niijima,2,34.4126,139.27922,12,174,174,p
2026.7.7,niijima,2,34.4126,139.27922,13,177,177,p
2026.7.7,niijima,2,34.4126,139.27922,13,176,176,s
2026.7.7,niijima,2,34.4126,139.27922,14,179,179,s
2026.7.7,niijima,2,34.4126,139.27922,14,178,178,p
2026.7.7,niijima,2,34.4126,139.27922,15,181,181,p
2026.7.7,niijima,2,34.4126,139.27922,15,182,182,p
2026.7.7,niijima,2,34.4126,139.27922,16,180,180,s
2026.7.7,niijima,2,34.4126,139.27922,16,183,183,s
2026.7.7,niijima,2,34.4126,139.27922,17,184,184,s
2026.7.7,niijima,2,34.4126,139.27922,18,185,185,s
2026.7.7,niijima,2,34.4126,139.27922,18,186,186,s
2026.7.7,niijima,2,34.4126,139.27922,19,187,187,s
2026.7.7,niijima,2,34.4126,139.27922,20,189,189,s
2026.7.7,niijima,2,34.4126,139.27922,20,188,188,s
2026.7.7,niijima,3,34.3847936,139.2562102,1,190,190,p
2026.7.7,niijima,3,34.3847936,139.2562102,1,191,191,p
2026.7.7,niijima,4,34.3733481,139.2634178,1,192,192,s
2026.7.7,niijima,4,34.3733481,139.2634178,1,193,193,s
2026.7.8,shikine,1,34.3330206,139.2142814,1,194,194,na
2026.7.8,shikine,1,34.3330206,139.2142814,2,195,195,p
2026.7.8,shikine,1,34.3330206,139.2142814,3,196,196,na
2026.7.8,shikine,1,34.3330206,139.2142814,3,197,197,p
2026.7.8,shikine,1,34.3330206,139.2142814,4,198,198,p
2026.7.8,shikine,1,34.3330206,139.2142814,5,199,199,p
2026.7.8,kozu,1,34.20873,139.13931,1,200,200,p
2026.7.8,kozu,1,34.20873,139.13931,1,201,201,p
2026.7.8,kozu,1,34.20873,139.13931,2,202,202,s
2026.7.8,kozu,1,34.20873,139.13931,3,203,203,s
2026.7.8,kozu,1,34.20873,139.13931,3,205,205,p
2026.7.8,kozu,1,34.20873,139.13931,4,204,204,s
2026.7.8,kozu,1,34.20873,139.13931,5,206,206,s
2026.7.8,kozu,1,34.20873,139.13931,6,207,207,p
2026.7.8,kozu,1,34.20873,139.13931,6,208,208,s
2026.7.8,kozu,1,34.20873,139.13931,7,209,209,s
2026.7.9,kozu,2,34.2233,139.13106,1,211,211,p
2026.7.9,kozu,2,34.2233,139.13106,1,210,210,p
2026.7.9,kozu,2,34.2233,139.13106,2,213,213,p
2026.7.9,kozu,2,34.2233,139.13106,3,212,212,s
2026.7.9,kozu,2,34.2233,139.13106,3,214,214,p
2026.7.9,kozu,2,34.2233,139.13106,4,215,215,p
2026.7.9,kozu,2,34.2233,139.13106,5,216,216,s
2026.7.9,kozu,2,34.2233,139.13106,5,217,217,p
2026.7.9,kozu,2,34.2233,139.13106,5,218,218,s
