island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Shikinejima,shikine1~4,1,1,482.75,1235.0,0.0288,0.1916,strong,1.0,2.0,2.0,0.0,,
Shikinejima,shikine1~4,1,2,513.8,1247.6,0.036,0.2142,weak_recovered,0.0,1.0,1.0,0.0,,
Shikinejima,shikine1~4,1,3,494.0,1248.5,0.0144,0.1355,weak_recovered,0.0,1.0,1.0,0.0,,
Shikinejima,shikine1~4,1,4,476.0,1250.5,0.0144,0.1355,weak_recovered,0.0,1.0,1.0,0.0,,
Shikinejima,shikine1~4,1,5,514.5,1254.0,0.0144,0.1355,weak_recovered,0.0,1.0,1.0,0.0,,
Shikinejima,shikine1~4,1,6,527.0,1263.5,0.0144,0.1355,strong,1.0,2.0,2.0,0.0,,
Shikinejima,shikine1~4,1,7,600.33,1266.67,0.0216,0.1659,mixed,0.667,1.667,2.0,0.0,,
Shikinejima,shikine1~4,1,8,532.75,1266.75,0.0288,0.1916,mixed,0.5,1.75,1.5,0.0,,
Shikinejima,shikine1~4,1,9,595.06,1273.29,0.1225,0.3949,mixed,0.941,3.235,3.0,0.0,,
Shikinejima,shikine1~4,1,10,604.2,1274.4,0.036,0.2142,strong,1.0,2.0,2.0,0.0,,
Shikinejima,shikine1~4,1,11,593.95,1280.05,0.1513,0.4389,mixed,0.952,2.476,3.0,0.0,,
Shikinejima,shikine1~4,1,12,396.0,1282.5,0.0144,0.1355,mixed,0.5,2.0,2.0,0.0,,
Shikinejima,shikine1~4,1,13,263.5,1283.67,0.0432,0.2346,mixed,0.833,1.833,2.0,0.0,,
Shikinejima,shikine1~4,1,14,277.5,1285.0,0.0144,0.1355,strong,1.0,3.0,3.0,0.0,,
Shikinejima,shikine1~4,1,15,274.38,1299.25,0.0576,0.2709,mixed,0.75,2.0,2.0,0.0,,
Shikinejima,shikine1~4,1,16,252.5,1303.5,0.0288,0.1916,strong,1.0,3.25,3.0,0.0,,
Shikinejima,shikine1~4,1,17,288.17,1305.42,0.0865,0.3318,mixed,0.917,1.917,2.0,0.0,,
Shikinejima,shikine1~4,1,18,244.25,1312.25,0.0288,0.1916,mixed,0.75,1.75,2.0,0.0,,
Shikinejima,shikine1~4,1,19,226.0,1312.5,0.0288,0.1916,strong,1.0,3.75,3.5,0.0,,
Shikinejima,shikine1~4,1,20,238.6,1313.8,0.036,0.2142,mixed,0.8,2.4,2.0,0.0,,
Shikinejima,shikine1~4,1,21,331.11,1315.78,0.0648,0.2873,mixed,0.556,1.889,2.0,0.0,,
Shikinejima,shikine1~4,1,22,412.5,1316.0,0.0144,0.1355,weak_recovered,0.0,1.0,1.0,0.0,,
Shikinejima,shikine1~4,1,23,232.11,1316.33,0.0648,0.2873,mixed,0.667,2.444,2.0,0.0,,
Shikinejima,shikine1~4,1,24,326.5,1316.5,0.0144,0.1355,mixed,0.5,1.5,1.5,0.0,,
Shikinejima,shikine1~4,1,25,347.5,1321.5,0.0288,0.1916,weak_recovered,0.0,1.0,1.0,0.0,,
Shikinejima,shikine1~4,1,26,415.3,1321.6,0.0721,0.3029,strong,1.0,2.0,2.0,0.0,,
Shikinejima,shikine1~4,1,27,351.0,1327.5,0.0432,0.2346,mixed,0.833,3.0,2.5,0.0,,
