scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
ruler_1cm_ticks,ok,0.0848826,117.8098,0.0044,13,12,809,203.78|321.67|439.35|557.15|675.49|793.01|911.50|1028.07|1146.11|1263.75|1380.68|1498.50|1616.48
