island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Oshima,oshima1,1,1,643.21,788.86,0.1004,0.3575,mixed,0.929,5.571,4.5,0.0,,
Oshima,oshima1,1,2,648.67,791.67,0.0215,0.1655,mixed,0.333,1.333,1.0,0.0,,
Oshima,oshima1,1,3,569.0,820.0,0.0215,0.1655,strong,1.0,7.0,7.0,0.0,,
Oshima,oshima1,1,4,670.04,892.68,232.0857,17.1901,mixed,0.949,19.27,16.0,0.0,check,
Oshima,oshima1,1,5,822.41,926.12,0.1219,0.3939,mixed,0.706,2.529,2.0,0.0,,
Oshima,oshima1,1,6,805.95,928.46,0.6738,0.9263,mixed,0.915,9.723,8.0,0.0,,
Oshima,oshima1,1,7,793.38,930.25,0.0573,0.2702,weak_recovered,0.0,0.125,0.0,0.0,,
Oshima,oshima1,1,8,576.0,933.0,0.0215,0.1655,mixed,0.667,1.667,2.0,0.0,,
Oshima,oshima1,1,9,563.64,936.08,0.2581,0.5732,mixed,0.306,1.028,1.0,0.0,,
Oshima,oshima1,1,10,533.04,952.96,0.1864,0.4871,mixed,0.038,-0.423,-1.0,0.0,,
Oshima,oshima1,1,11,685.08,955.58,0.5161,0.8107,mixed,0.875,5.736,6.0,0.0,,
Oshima,oshima1,1,12,586.0,960.5,0.0143,0.1351,weak_recovered,0.0,0.0,0.0,0.0,,
Oshima,oshima1,1,13,760.67,961.33,0.0215,0.1655,weak_recovered,0.0,1.0,1.0,0.0,,
Oshima,oshima1,1,14,555.33,965.41,0.2796,0.5966,mixed,0.744,2.872,3.0,0.0,,
Oshima,oshima1,1,15,504.5,969.0,0.0143,0.1351,strong,1.0,3.0,3.0,0.0,,
Oshima,oshima1,1,16,689.94,973.88,0.1147,0.3821,weak_recovered,0.0,-0.438,0.0,0.0,,
Oshima,oshima1,1,17,564.67,974.89,0.0645,0.2866,weak_recovered,0.0,0.0,0.0,0.0,,
Oshima,oshima1,1,18,577.08,979.85,0.3441,0.6619,mixed,0.729,3.333,3.5,0.0,,
Oshima,oshima1,1,19,504.5,981.0,0.0143,0.1351,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima1,1,20,632.9,984.6,0.0717,0.3021,weak_recovered,0.0,-0.7,-1.0,0.0,,
Oshima,oshima1,1,21,604.86,987.07,0.1004,0.3575,mixed,0.286,0.714,0.0,0.0,,
Oshima,oshima1,1,22,789.5,990.36,0.1577,0.4481,mixed,0.5,1.818,1.5,0.0,,
Oshima,oshima1,1,23,582.15,991.94,0.7168,0.9554,mixed,0.78,2.9,3.0,0.0,,
Oshima,oshima1,1,24,597.75,992.25,0.0573,0.2702,weak_recovered,0.0,1.0,1.0,0.0,,
Oshima,oshima1,1,25,728.88,996.12,0.0573,0.2702,mixed,0.625,2.0,2.0,0.0,,
Oshima,oshima1,1,26,504.75,997.0,0.0287,0.1911,weak_recovered,0.0,-1.25,-1.5,0.0,,
Oshima,oshima1,1,27,510.55,997.3,0.1434,0.4273,weak_recovered,0.0,-1.5,-2.0,0.0,,
Oshima,oshima1,1,28,744.5,997.33,0.043,0.234,weak_recovered,0.0,0.833,1.0,0.0,,
Oshima,oshima1,1,29,619.07,1005.72,1.828,1.5256,mixed,0.914,9.616,8.0,0.0,,
Oshima,oshima1,1,30,514.81,1007.05,0.1505,0.4378,mixed,0.095,0.238,0.0,0.0,,
Oshima,oshima1,1,31,774.93,1008.75,0.9606,1.1059,mixed,0.851,5.231,5.0,0.0,,
Oshima,oshima1,1,32,668.27,1009.3,0.2867,0.6042,mixed,0.725,3.275,3.0,0.0,,
Oshima,oshima1,1,33,575.17,1010.76,0.2079,0.5145,mixed,0.724,2.414,3.0,0.0,,
Oshima,oshima1,1,34,517.81,1018.81,0.1505,0.4378,weak_recovered,0.0,-0.667,0.0,0.0,,
Oshima,oshima1,1,35,752.0,1024.5,0.0573,0.2702,mixed,0.125,1.125,1.0,0.0,,
Oshima,oshima1,1,36,633.5,1025.29,0.2437,0.5571,mixed,0.235,0.294,0.0,0.0,,
Oshima,oshima1,1,37,644.78,1026.41,0.3297,0.648,mixed,0.717,4.304,4.5,0.0,,
Oshima,oshima1,1,38,786.71,1031.71,0.1004,0.3575,mixed,0.071,0.214,0.0,0.0,,
Oshima,oshima1,1,39,622.68,1035.35,2.1935,1.6712,mixed,0.709,6.026,4.0,0.0,,
Oshima,oshima1,1,40,758.91,1037.8,0.7599,0.9836,mixed,0.858,4.972,4.0,0.0,,
Oshima,oshima1,1,41,498.08,1046.08,0.086,0.3309,weak_recovered,0.0,-0.833,-1.0,0.0,,
Oshima,oshima1,1,42,789.14,1047.5,0.1004,0.3575,weak_recovered,0.0,-0.071,0.0,0.0,,
Oshima,oshima1,1,43,643.9,1047.72,0.2867,0.6042,mixed,0.7,3.175,3.0,0.0,,
Oshima,oshima1,1,44,620.37,1052.07,0.5448,0.8329,mixed,0.697,2.645,3.0,0.0,,
Oshima,oshima1,1,45,617.75,1073.86,0.6523,0.9114,mixed,0.901,7.527,6.0,0.0,,
Oshima,oshima1,1,46,778.79,1079.71,0.1004,0.3575,mixed,0.214,-0.071,-0.5,0.0,,
Oshima,oshima1,1,47,629.08,1084.25,0.086,0.3309,weak_recovered,0.0,0.0,0.0,0.0,,
Oshima,oshima1,1,48,621.75,1090.33,0.4086,0.7213,mixed,0.86,4.912,4.0,0.0,,
Oshima,oshima1,1,49,792.83,1101.0,0.043,0.234,mixed,0.333,1.5,1.0,0.0,,
Oshima,oshima1,1,50,767.56,1102.03,0.2437,0.5571,mixed,0.676,2.118,2.0,0.0,,
Oshima,oshima1,1,51,639.0,1112.5,0.0143,0.1351,weak_recovered,0.0,-1.5,-1.5,0.0,,
Oshima,oshima1,1,52,619.79,1120.82,0.8029,1.0111,mixed,0.723,4.241,4.0,0.0,,
Oshima,oshima1,1,53,774.0,1124.5,0.0143,0.1351,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima1,1,54,489.5,1125.5,0.0143,0.1351,weak_recovered,0.0,-2.0,-2.0,0.0,,
Oshima,oshima1,1,55,493.5,1126.0,0.0143,0.1351,weak_recovered,0.0,-2.0,-2.0,0.0,,
Oshima,oshima1,1,56,789.5,1128.0,0.0573,0.2702,weak_recovered,0.0,0.0,0.0,0.0,,
Oshima,oshima1,1,57,647.89,1133.22,0.0645,0.2866,weak_recovered,0.0,-1.444,-1.0,0.0,,
Oshima,oshima1,1,58,613.1,1161.1,0.1434,0.4273,mixed,0.15,-0.15,0.0,0.0,,
Oshima,oshima1,1,59,631.0,1161.75,0.0287,0.1911,weak_recovered,0.0,-1.75,-2.0,0.0,,
Oshima,oshima1,1,60,769.42,1177.04,0.1864,0.4871,mixed,0.231,1.077,1.0,0.0,,
Oshima,oshima1,1,61,486.0,1183.25,0.0573,0.2702,weak_recovered,0.0,-1.625,-2.0,0.0,,
Oshima,oshima1,1,62,793.0,1199.71,0.0502,0.2528,mixed,0.286,0.714,0.0,0.0,,
Oshima,oshima1,1,63,633.0,1209.0,0.0215,0.1655,weak_recovered,0.0,-2.0,-2.0,0.0,,
Oshima,oshima1,1,64,617.0,1222.5,0.0143,0.1351,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima1,1,65,605.12,1303.88,0.0573,0.2702,mixed,0.125,0.0,-1.0,0.0,,
Oshima,oshima1,1,66,618.0,1313.75,0.0573,0.2702,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima1,1,67,632.5,1327.0,0.0287,0.1911,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima1,1,,729.58,789.25,0.086,0.3309,oxidized_recovered,0.0,-9.0,-9.5,,,
Oshima,oshima1,1,,632.67,789.67,0.0215,0.1655,oxidized_recovered,0.0,-13.0,-13.0,,,
Oshima,oshima1,1,,600.47,792.47,0.1075,0.37,oxidized_recovered,0.0,-12.6,-12.0,,,
Oshima,oshima1,1,,689.27,792.55,0.1577,0.4481,oxidized_recovered,0.0,-11.318,-11.0,,,
Oshima,oshima1,1,,654.08,793.02,1.2186,1.2456,oxidized_recovered,0.0,-15.671,-16.0,,,
Oshima,oshima1,1,,727.0,796.5,0.0143,0.1351,oxidized_recovered,0.0,-7.0,-7.0,,,
Oshima,oshima1,1,,717.8,796.53,0.3513,0.6688,oxidized_recovered,0.0,-19.898,-20.0,,,
Oshima,oshima1,1,,602.0,797.5,0.043,0.234,oxidized_recovered,0.0,-7.833,-9.0,,,
Oshima,oshima1,1,,727.0,799.33,0.0215,0.1655,oxidized_recovered,0.0,-8.667,-9.0,,,
Oshima,oshima1,1,,600.33,799.67,0.0215,0.1655,oxidized_recovered,0.0,-3.333,-4.0,,,
Oshima,oshima1,1,,712.91,800.09,0.0789,0.3169,oxidized_recovered,0.0,-4.545,-4.0,,,
Oshima,oshima1,1,,664.0,801.0,0.0215,0.1655,oxidized_recovered,0.0,-25.0,-25.0,,,
Oshima,oshima1,1,,635.0,801.5,0.0143,0.1351,oxidized_recovered,0.0,-6.0,-6.0,,,
Oshima,oshima1,1,,601.0,802.0,0.0502,0.2528,oxidized_recovered,0.0,0.0,0.0,,,
Oshima,oshima1,1,,736.67,802.67,0.0215,0.1655,oxidized_recovered,0.0,-1.667,-2.0,,,
Oshima,oshima1,1,,615.25,802.75,0.0287,0.1911,oxidized_recovered,0.0,-13.25,-13.5,,,
Oshima,oshima1,1,,730.8,802.8,0.0358,0.2136,oxidized_recovered,0.0,-2.4,-1.0,,,
Oshima,oshima1,1,,708.5,803.0,0.0143,0.1351,oxidized_recovered,0.0,-7.0,-7.0,,,
Oshima,oshima1,1,,698.38,803.42,0.172,0.468,oxidized_recovered,0.0,-6.5,-5.5,,,
Oshima,oshima1,1,,629.0,804.6,0.0358,0.2136,oxidized_recovered,0.0,-12.8,-13.0,,,
Oshima,oshima1,1,,727.5,805.0,0.0143,0.1351,oxidized_recovered,0.0,-5.0,-5.0,,,
Oshima,oshima1,1,,667.21,805.08,0.172,0.468,oxidized_recovered,0.0,-13.0,-13.0,,,
Oshima,oshima1,1,,611.0,805.09,0.0789,0.3169,oxidized_recovered,0.0,-4.455,-4.0,,,
Oshima,oshima1,1,,661.57,805.71,0.0502,0.2528,oxidized_recovered,0.0,-16.286,-16.0,,,
Oshima,oshima1,1,,648.1,806.1,0.0717,0.3021,oxidized_recovered,0.0,-11.0,-11.0,,,
Oshima,oshima1,1,,623.5,807.0,0.0143,0.1351,oxidized_recovered,0.0,-13.5,-13.5,,,
Oshima,oshima1,1,,741.0,807.5,0.0287,0.1911,oxidized_recovered,0.0,0.0,0.0,,,
Oshima,oshima1,1,,656.0,808.33,0.0215,0.1655,oxidized_recovered,0.0,-20.0,-20.0,,,
Oshima,oshima1,1,,714.0,808.5,0.0143,0.1351,oxidized_recovered,0.0,0.0,0.0,,,
Oshima,oshima1,1,,642.31,808.75,0.1147,0.3821,oxidized_recovered,0.0,-7.062,-7.5,,,
Oshima,oshima1,1,,652.67,809.0,0.0215,0.1655,oxidized_recovered,0.0,-17.0,-17.0,,,
Oshima,oshima1,1,,617.33,809.33,0.0215,0.1655,oxidized_recovered,0.0,-7.333,-8.0,,,
Oshima,oshima1,1,,681.27,809.33,0.1075,0.37,oxidized_recovered,0.0,-10.267,-10.0,,,
Oshima,oshima1,1,,633.0,810.0,0.0215,0.1655,oxidized_recovered,0.0,-1.667,-1.0,,,
Oshima,oshima1,1,,658.09,811.09,0.0789,0.3169,oxidized_recovered,0.0,-15.727,-17.0,,,
Oshima,oshima1,1,,664.62,812.5,0.1147,0.3821,oxidized_recovered,0.0,-5.312,-5.5,,,
Oshima,oshima1,1,,651.8,814.2,0.0358,0.2136,oxidized_recovered,0.0,-5.2,-6.0,,,
Oshima,oshima1,1,,681.22,816.11,0.0645,0.2866,oxidized_recovered,0.0,-5.444,-5.0,,,
Oshima,oshima1,1,,686.5,823.0,0.0143,0.1351,oxidized_recovered,0.0,0.0,0.0,,,
Oshima,oshima1,1,,570.5,823.5,0.0143,0.1351,oxidized_recovered,0.0,3.0,3.0,,,
Oshima,oshima1,1,,679.98,825.0,0.2939,0.6117,oxidized_recovered,0.0,-1.634,-1.0,,,
Oshima,oshima1,1,,776.71,860.41,0.1219,0.3939,oxidized_recovered,0.0,-2.118,-2.0,,,
Oshima,oshima1,1,,789.5,866.0,0.0143,0.1351,oxidized_recovered,0.0,4.5,4.5,,,
Oshima,oshima1,1,,772.33,867.05,0.1505,0.4378,oxidized_recovered,0.0,-2.095,-2.0,,,
Oshima,oshima1,1,,779.4,869.0,0.0358,0.2136,oxidized_recovered,0.0,-1.0,-1.0,,,
Oshima,oshima1,1,,693.33,879.67,0.0215,0.1655,oxidized_recovered,0.0,-0.667,0.0,,,
Oshima,oshima1,1,,683.0,883.33,0.0215,0.1655,oxidized_recovered,0.0,-1.333,-2.0,,,
Oshima,oshima1,1,,667.17,893.0,0.043,0.234,oxidized_recovered,0.0,-0.5,-0.5,,,
Oshima,oshima1,1,,664.0,893.5,0.0143,0.1351,oxidized_recovered,0.0,-0.5,-0.5,,,
Oshima,oshima1,1,,795.0,895.0,0.0215,0.1655,oxidized_recovered,0.0,-2.0,-2.0,,,
Oshima,oshima1,1,,668.0,898.75,0.0287,0.1911,oxidized_recovered,0.0,-0.5,0.0,,,
Oshima,oshima1,1,,662.14,900.14,0.0502,0.2528,oxidized_recovered,0.0,-4.714,-5.0,,,
Oshima,oshima1,1,,571.5,900.5,0.0143,0.1351,oxidized_recovered,0.0,0.0,0.0,,,
