island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Oshima,oshima6,1,1,634.67,935.0,0.0215,0.1655,weak_recovered,0.0,1.667,2.0,0.0,,
Oshima,oshima6,1,2,609.0,948.5,0.0717,0.3021,mixed,0.7,2.2,2.5,0.0,,
Oshima,oshima6,1,3,652.36,963.14,0.1577,0.4481,mixed,0.818,3.773,3.5,0.0,,
Oshima,oshima6,1,4,505.57,970.57,0.0502,0.2528,mixed,0.429,1.857,2.0,0.0,,
Oshima,oshima6,1,5,507.0,974.5,0.0143,0.1351,mixed,0.5,2.5,2.5,0.0,,
Oshima,oshima6,1,6,507.0,978.0,0.0215,0.1655,mixed,0.667,6.667,8.0,0.0,,
Oshima,oshima6,1,7,677.36,986.64,0.0789,0.3169,mixed,0.545,2.818,2.0,0.0,,
Oshima,oshima6,1,8,582.27,1009.0,74.853,9.7625,mixed,0.953,11.105,11.0,0.0,check,
Oshima,oshima6,1,9,703.0,1021.0,0.0645,0.2866,mixed,0.556,1.556,2.0,0.0,,
Oshima,oshima6,1,10,685.64,1023.52,0.4014,0.7149,mixed,0.893,6.5,5.5,0.0,,
Oshima,oshima6,1,11,702.76,1029.72,0.595,0.8704,mixed,0.904,8.361,7.0,0.0,,
Oshima,oshima6,1,12,559.5,1034.0,0.0143,0.1351,strong,1.0,2.5,2.5,0.0,,
Oshima,oshima6,1,13,545.0,1034.25,0.0573,0.2702,strong,1.0,6.5,6.5,0.0,,
Oshima,oshima6,1,14,721.58,1037.92,0.3728,0.6889,mixed,0.904,6.558,6.0,0.0,,
Oshima,oshima6,1,15,513.8,1040.75,0.1434,0.4273,strong,1.0,3.85,4.0,0.0,,
Oshima,oshima6,1,16,630.28,1040.76,0.1792,0.4777,mixed,0.88,3.4,2.0,0.0,,
Oshima,oshima6,1,17,511.5,1044.0,0.0287,0.1911,strong,1.0,6.0,6.0,0.0,,
Oshima,oshima6,1,18,523.0,1044.6,0.0358,0.2136,weak_recovered,0.0,-0.4,0.0,0.0,,
Oshima,oshima6,1,19,531.73,1045.88,0.1864,0.4871,weak_recovered,0.0,0.115,0.0,0.0,,
Oshima,oshima6,1,20,543.67,1046.33,0.0215,0.1655,strong,1.0,2.667,3.0,0.0,,
Oshima,oshima6,1,21,674.07,1049.6,12.8029,4.0375,mixed,0.943,8.281,7.0,0.0,check,
Oshima,oshima6,1,22,634.6,1054.2,0.0717,0.3021,mixed,0.7,2.3,2.0,0.0,,
Oshima,oshima6,1,23,501.5,1055.0,0.0143,0.1351,weak_recovered,0.0,3.0,3.0,0.0,,
Oshima,oshima6,1,24,587.07,1056.36,0.1004,0.3575,mixed,0.357,1.357,1.0,0.0,,
Oshima,oshima6,1,25,511.36,1056.91,0.0789,0.3169,mixed,0.091,4.364,4.0,0.0,,
Oshima,oshima6,1,26,488.08,1057.03,0.2581,0.5732,mixed,0.778,9.306,10.0,0.0,,
Oshima,oshima6,1,27,724.48,1058.45,0.2222,0.5319,mixed,0.839,3.387,3.0,0.0,,
Oshima,oshima6,1,28,526.9,1063.62,0.6738,0.9263,mixed,0.819,4.606,4.0,0.0,,
Oshima,oshima6,1,29,622.0,1070.0,0.0215,0.1655,mixed,0.667,2.333,3.0,0.0,,
Oshima,oshima6,1,30,667.5,1073.0,0.0143,0.1351,weak_recovered,0.0,-0.5,-0.5,0.0,,
Oshima,oshima6,1,31,510.24,1077.17,1.2903,1.2818,mixed,0.972,5.078,4.0,0.0,,
Oshima,oshima6,1,32,654.83,1077.31,0.7957,1.0065,mixed,0.955,5.207,5.0,0.0,,
Oshima,oshima6,1,33,534.21,1079.89,0.509,0.805,mixed,0.901,6.775,7.0,0.0,,
Oshima,oshima6,1,34,601.12,1082.88,0.0573,0.2702,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima6,1,35,645.83,1085.67,0.043,0.234,weak_recovered,0.0,-0.833,-1.0,0.0,,
Oshima,oshima6,1,36,673.27,1087.32,0.4301,0.74,mixed,0.917,2.917,3.0,0.0,,
Oshima,oshima6,1,37,706.92,1089.07,5.2258,2.5795,mixed,0.889,7.036,5.0,0.0,check,
