island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,fragment_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source
Toshima,2,toshima2~3,,2|3,,,,1,430,937,2,1,shimask_red_outline_from_raw_difference,30.82,22.94,0.744,,check,,544.0,27.892,5.127,100,18.381,0.912,1,0.063,0,5.23,26.42,4,0.942,1.27,,96,4,1,4.679,0.448,0.2789,0.1254,4.595,0.0,273,103.699,19.061,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,30.819,22.86,544.042,4.081,26.653,15.579,21.929,16.002,4.959,19.313,0.1861,0.9735,1.2155,5.364,0.616,0.1324,0.6815,0.3049,4,opened_or_broad,flat_span_over_pi,0.2284,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,2,963,945,1,1,shimask_red_outline_from_raw_difference,34.29,6.94,0.202,check,check,check,110.9,1.118,1.008,25,22.544,0.198,1,0.001,0,1.46,22.58,1,0.167,1.4,,21,4,0,0.679,0.33,0.0447,0.0287,0.1434,0.0,0,1.118,1.008,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,34.29,6.011,110.724,7.791,26.415,5.08,2.371,3.133,3.234,8.214,0.1224,1.6216,11.1422,0.193,2.875,0.2272,0.8451,0.8587,4,folded_half,2x_flat_span_over_pi,0.1482,shape_end_complexity,boundary_sinuses,folded_mouth_proxy,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,3,1364,965,3,1,shimask_red_outline_from_raw_difference,31.92,22.69,0.711,,check,,504.9,6.086,1.205,55,10.893,0.928,1,0.026,0,4.74,25.26,4,0.886,1.32,,50,5,0,0.995,0.21,0.1107,0.0358,0.7312,0.0,152,47.09,9.327,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,31.919,22.521,504.86,6.566,25.269,14.901,19.981,14.901,4.743,17.67,0.1877,1.0,1.2646,1.262,1.016,0.2057,0.6617,0.5081,4,opened_or_broad,flat_span_over_pi,0.1811,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,4,464,1351,4,1,shimask_red_outline_from_raw_difference,22.35,18.8,0.841,,check,,303.8,7.842,2.581,44,14.482,0.871,1,0.004,0,10.62,17.66,3,0.891,1.21,,38,6,0,2.164,0.418,0.1782,0.0717,1.5125,0.0,136,32.538,10.709,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,22.352,18.542,303.82,4.609,17.659,16.679,16.256,12.531,5.309,22.138,0.3007,1.3311,1.0863,2.687,1.818,0.2062,0.8995,0.2837,3,opened_or_broad,flat_span_over_pi,0.2999,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,5,847,1432,7,1,shimask_red_outline_from_raw_difference,22.1,15.66,0.709,,check,,245.6,37.857,15.416,88,35.835,0.888,1,0.001,0,4.66,16.85,5,0.934,1.31,,75,13,2,13.168,2.248,0.4302,0.1505,4.9391,0.0,289,78.48,31.958,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,22.098,15.579,245.577,3.682,18.332,7.705,14.393,9.567,2.452,4.724,0.1338,0.8053,1.2736,15.743,11.621,0.1666,0.4946,0.4794,5,opened_or_broad,flat_span_over_pi,0.1924,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,6,1252,1460,6,1,shimask_red_outline_from_raw_difference,35.81,22.86,0.638,,check,,638.1,139.735,21.899,245,38.397,0.912,1,0.061,0,6.31,24.06,6,0.918,1.56,,229,16,8,19.09,2.81,0.5703,0.129,20.9462,0.0,720,285.398,44.728,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,35.814,22.606,638.085,5.832,29.898,19.981,21.167,16.425,6.36,31.772,0.2127,1.2165,1.4125,20.352,42.981,0.1628,0.8839,0.5233,3,opened_or_broad,flat_span_over_pi,0.2749,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,7,1694,1464,5,1,shimask_red_outline_from_raw_difference,36.15,21.84,0.604,,check,,613.8,81.814,13.328,148,24.111,0.93,1,0.084,0,5.42,31.5,4,0.914,1.56,,140,8,4,12.384,0.945,0.5528,0.1075,32.6164,0.0,397,230.107,37.487,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,36.153,21.675,613.87,4.338,31.73,16.679,20.235,14.986,5.309,22.138,0.1673,1.113,1.568,13.083,18.746,0.12,0.7695,0.4594,4,opened_or_broad,flat_span_over_pi,0.2241,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,8,298,1846,8,1,shimask_red_outline_from_raw_difference,35.9,23.37,0.651,,check,,632.4,66.774,10.559,269,42.536,0.901,1,0.034,0,6.33,20.65,5,0.916,1.58,,263,6,3,9.717,0.842,0.2482,0.1004,7.5269,0.0,528,190.638,30.145,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,35.899,22.86,632.422,4.85,30.964,21.082,20.066,14.139,6.711,35.368,0.2167,1.491,1.5431,8.96,32.171,0.1351,0.9222,0.6169,3,opened_or_broad,flat_span_over_pi,0.2792,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,9,853,1844,9,1,shimask_red_outline_from_raw_difference,36.41,25.32,0.695,,check,,650.9,94.459,14.512,208,31.956,0.86,1,0.022,0,6.71,25.57,6,0.894,1.44,,199,9,6,13.33,1.182,0.4541,0.1147,23.6344,0.0,666,192.724,29.609,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,36.407,25.061,650.91,10.448,25.875,20.32,21.929,16.425,6.468,32.858,0.25,1.2371,1.1799,11.924,26.748,0.287,0.8108,0.589,3,opened_or_broad,flat_span_over_pi,0.1832,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Toshima,2,toshima2~3,,2|3,,,,10,1403,1934,10,1,shimask_red_outline_from_raw_difference,30.31,22.52,0.743,,check,,483.8,6.638,1.372,62,12.815,0.849,1,0.023,0,11.86,23.93,3,0.897,1.24,,58,4,0,1.233,0.139,0.1071,0.0466,0.5878,0.0,156,44.846,9.27,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,30.311,22.352,483.741,6.294,23.932,18.627,19.727,13.801,5.929,27.61,0.2477,1.3497,1.2132,1.436,1.031,0.2076,0.8333,0.3582,3,opened_or_broad,flat_span_over_pi,0.24,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
