island,sheet,organ_id,nearest_corolla,cx,cy,x1,y1,x2,y2,length_mm,width_mm,aspect,angle_deg,organ_type_auto,organ_type_FILL,exclude_FILL,detection_source,nearest_corolla_hint,association_confirmed,visibility_note
Toshima,toshima3~6,1,4,1632.76,901.36,1588,826,1677,973,26.77,0.68,39.49,58.81,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,2,2,513.74,908.39,516,819,505,996,28.73,0.62,46.3,-86.44,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,3,2,850.28,920.28,843,1012,860,827,40.59,0.48,83.84,-84.75,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,4,3,1246.71,946.35,1260,871,1232,1019,29.95,0.5,59.49,-79.29,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,5,6,795.72,1323.59,777,1217,815,1425,49.16,0.44,112.03,79.65,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,6,6,1184.72,1331.16,1180,1243,1193,1414,34.03,0.5,67.54,85.65,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,7,8,686.25,1761.56,675,1628,696,1900,68.74,0.4,173.82,85.59,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,8,8,1135.32,1807.42,1111,1939,1163,1679,49.43,0.57,87.36,-78.69,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,9,9,1643.34,1838.8,1649,1722,1614,1943,46.4,0.53,87.31,-81.0,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,10,10,561.75,2243.1,570,2138,545,2343,48.81,0.45,108.0,-83.05,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,11,11,1134.88,2324.09,1117,2213,1150,2440,47.61,0.5,95.1,81.73,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,12,12,1610.38,2388.94,1588,2270,1633,2501,52.23,0.49,105.88,78.98,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,13,15,1502.52,2769.34,1495,2675,1509,2861,55.97,0.34,162.94,85.7,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,14,14,526.3,2774.23,492,2667,559,2873,37.69,0.55,68.43,71.98,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
Toshima,toshima3~6,15,14,921.72,2808.58,896,2697,950,2908,39.7,0.6,66.29,75.64,reviewed_reproductive_organ,,,shimask_green_stroke_from_raw_difference,,1,human-reviewed green stroke recovered by raw-image difference; path length measured on skeleton
