island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Toshima,toshima3~6,1,1,367.0,794.5,0.0145,0.1358,strong,1.0,2.0,2.0,0.0,,
Toshima,toshima3~6,1,2,378.05,823.24,0.152,0.44,mixed,0.81,5.619,4.0,0.0,,
Toshima,toshima3~6,1,3,323.28,833.94,0.7602,0.9839,mixed,0.933,8.59,8.0,0.0,,
Toshima,toshima3~6,1,4,395.45,842.27,0.0796,0.3184,mixed,0.909,5.818,5.0,0.0,,
Toshima,toshima3~6,1,5,407.0,842.5,0.0145,0.1358,weak_recovered,0.0,1.0,1.0,0.0,,
Toshima,toshima3~6,1,6,325.75,842.95,0.1448,0.4294,mixed,0.8,5.8,5.5,0.0,,
Toshima,toshima3~6,1,7,350.25,856.0,0.029,0.192,mixed,0.5,2.75,2.5,0.0,,
Toshima,toshima3~6,1,8,406.95,858.7,0.2679,0.584,mixed,0.865,7.568,6.0,0.0,,
Toshima,toshima3~6,1,9,307.75,871.75,0.029,0.192,mixed,0.5,2.0,2.0,0.0,,
Toshima,toshima3~6,1,10,415.4,879.8,0.0362,0.2147,strong,1.0,3.4,3.0,0.0,,
Toshima,toshima3~6,1,11,251.7,880.3,0.0724,0.3036,mixed,0.6,2.7,2.5,0.0,,
Toshima,toshima3~6,1,12,343.95,892.71,0.152,0.44,mixed,0.905,9.143,8.0,0.0,,
Toshima,toshima3~6,1,13,344.12,898.88,0.0579,0.2716,strong,1.0,4.125,4.0,0.0,,
Toshima,toshima3~6,1,14,338.4,913.2,0.0362,0.2147,strong,1.0,7.6,7.0,0.0,,
Toshima,toshima3~6,1,15,428.2,917.8,0.0362,0.2147,strong,1.0,5.6,5.0,0.0,,
Toshima,toshima3~6,1,16,432.5,920.5,0.029,0.192,mixed,0.75,3.25,3.0,0.0,,
Toshima,toshima3~6,1,17,334.24,922.1,0.3041,0.6222,mixed,0.929,8.952,8.0,0.0,,
Toshima,toshima3~6,1,18,245.15,940.54,0.0941,0.3462,strong,1.0,5.385,6.0,0.0,,
Toshima,toshima3~6,1,19,335.79,941.0,0.1376,0.4185,strong,1.0,14.474,14.0,0.0,,
Toshima,toshima3~6,1,20,343.22,944.44,0.0652,0.288,mixed,0.889,4.556,6.0,0.0,,
Toshima,toshima3~6,1,21,433.52,951.52,0.1665,0.4605,mixed,0.913,11.913,12.0,0.0,,
Toshima,toshima3~6,1,22,341.88,954.65,0.4779,0.78,mixed,0.939,6.636,6.5,0.0,,
Toshima,toshima3~6,1,23,336.5,971.0,0.0145,0.1358,weak_recovered,0.0,1.0,1.0,0.0,,
Toshima,toshima3~6,1,24,430.71,971.14,0.152,0.44,mixed,0.905,7.429,8.0,0.0,,
Toshima,toshima3~6,1,25,441.7,971.3,0.0724,0.3036,mixed,0.9,3.4,3.0,0.0,,
Toshima,toshima3~6,1,26,424.71,978.14,0.1014,0.3593,mixed,0.857,6.429,6.0,0.0,,
Toshima,toshima3~6,1,27,354.39,978.24,0.3693,0.6857,mixed,0.961,13.314,13.0,0.0,,
Toshima,toshima3~6,1,28,340.74,982.45,0.4199,0.7312,mixed,0.81,3.569,3.0,0.0,,
Toshima,toshima3~6,1,29,244.13,984.22,0.4851,0.7859,strong,1.0,12.284,12.0,0.0,,
Toshima,toshima3~6,1,30,437.16,992.63,0.1376,0.4185,mixed,0.737,3.789,4.0,0.0,,
Toshima,toshima3~6,1,31,354.83,994.0,1.1657,1.2183,mixed,0.932,11.348,9.0,0.0,,
Toshima,toshima3~6,1,32,247.97,999.74,0.5648,0.848,mixed,0.872,8.692,6.5,0.0,,
Toshima,toshima3~6,1,33,367.0,1003.0,0.0362,0.2147,strong,1.0,2.6,2.0,0.0,,
Toshima,toshima3~6,1,34,245.61,1005.48,0.2389,0.5516,mixed,0.939,13.0,11.0,0.0,,
Toshima,toshima3~6,1,35,254.6,1012.2,0.0362,0.2147,strong,1.0,4.4,4.0,0.0,,
Toshima,toshima3~6,1,36,350.4,1016.64,0.3837,0.699,mixed,0.943,9.868,8.0,0.0,,
Toshima,toshima3~6,1,37,246.2,1017.16,0.181,0.4801,strong,1.0,11.44,9.0,0.0,,
Toshima,toshima3~6,1,38,357.46,1027.85,0.0941,0.3462,mixed,0.846,3.385,3.0,0.0,,
Toshima,toshima3~6,1,39,381.62,1036.06,0.1158,0.3841,mixed,0.688,4.312,4.0,0.0,,
Toshima,toshima3~6,1,40,251.04,1042.12,0.362,0.6789,mixed,0.74,3.84,4.0,0.0,,
Toshima,toshima3~6,1,41,309.64,1044.29,0.1014,0.3593,strong,1.0,2.5,2.0,0.0,,
Toshima,toshima3~6,1,42,296.71,1057.86,0.0507,0.254,strong,1.0,2.0,2.0,0.0,,
Toshima,toshima3~6,1,43,214.23,1060.85,0.0941,0.3462,strong,1.0,2.231,2.0,0.0,,
Toshima,toshima3~6,1,44,224.0,1064.43,0.0507,0.254,strong,1.0,2.286,2.0,0.0,,
Toshima,toshima3~6,1,45,358.5,1069.0,0.0145,0.1358,strong,1.0,13.0,13.0,0.0,,
Toshima,toshima3~6,1,46,355.5,1073.0,0.0145,0.1358,strong,1.0,14.5,14.5,0.0,,
Toshima,toshima3~6,1,47,253.14,1073.79,0.1014,0.3593,strong,1.0,3.214,3.0,0.0,,
Toshima,toshima3~6,1,48,240.5,1075.0,0.0145,0.1358,strong,1.0,2.0,2.0,0.0,,
Toshima,toshima3~6,1,49,358.5,1076.5,0.029,0.192,strong,1.0,3.0,3.0,0.0,,
Toshima,toshima3~6,1,50,238.5,1078.0,0.0434,0.2352,strong,1.0,2.333,2.0,0.0,,
Toshima,toshima3~6,1,51,352.38,1079.0,0.0941,0.3462,mixed,0.923,3.231,2.0,0.0,,
Toshima,toshima3~6,1,52,361.5,1079.5,0.0145,0.1358,strong,1.0,3.5,3.5,0.0,,
Toshima,toshima3~6,1,53,244.69,1080.38,0.0941,0.3462,strong,1.0,2.308,2.0,0.0,,
Toshima,toshima3~6,1,,366.5,812.0,0.0145,0.1358,oxidized_recovered,0.0,-32.0,-32.0,,,
Toshima,toshima3~6,1,,373.54,818.1,1.1078,1.1876,oxidized_recovered,0.0,-22.471,-23.0,,,
Toshima,toshima3~6,1,,373.8,822.27,0.1086,0.3719,oxidized_recovered,0.0,-12.2,-13.0,,,
Toshima,toshima3~6,1,,334.5,823.17,0.0434,0.2352,oxidized_recovered,0.0,-16.333,-16.0,,,
Toshima,toshima3~6,1,,375.5,826.0,0.0145,0.1358,oxidized_recovered,0.0,-18.5,-18.5,,,
Toshima,toshima3~6,1,,367.25,827.42,0.0869,0.3326,oxidized_recovered,0.0,-19.667,-20.0,,,
Toshima,toshima3~6,1,,307.33,827.73,0.1086,0.3719,oxidized_recovered,0.0,-23.8,-24.0,,,
Toshima,toshima3~6,1,,378.0,828.5,0.029,0.192,oxidized_recovered,0.0,-25.0,-25.0,,,
Toshima,toshima3~6,1,,361.75,829.75,0.029,0.192,oxidized_recovered,0.0,-23.0,-22.5,,,
Toshima,toshima3~6,1,,329.5,830.04,0.1883,0.4896,oxidized_recovered,0.0,-5.423,-4.5,,,
Toshima,toshima3~6,1,,386.5,830.9,0.1448,0.4294,oxidized_recovered,0.0,-23.0,-24.0,,,
Toshima,toshima3~6,1,,376.0,832.67,0.0217,0.1663,oxidized_recovered,0.0,-22.0,-22.0,,,
Toshima,toshima3~6,1,,364.31,833.34,0.21,0.5171,oxidized_recovered,0.0,-23.172,-23.0,,,
Toshima,toshima3~6,1,,367.0,837.5,0.0145,0.1358,oxidized_recovered,0.0,-25.0,-25.0,,,
Toshima,toshima3~6,1,,318.5,838.5,0.0145,0.1358,oxidized_recovered,0.0,-2.0,-2.0,,,
Toshima,toshima3~6,1,,393.51,841.38,0.3403,0.6582,oxidized_recovered,0.0,-12.319,-12.0,,,
Toshima,toshima3~6,1,,352.84,842.55,0.6661,0.9209,oxidized_recovered,0.0,-16.141,-15.5,,,
Toshima,toshima3~6,1,,313.04,843.79,3.193,2.0163,oxidized_recovered,0.0,-18.975,-19.0,,,
Toshima,toshima3~6,1,,294.5,847.18,0.1593,0.4503,oxidized_recovered,0.0,-26.455,-26.0,,,
Toshima,toshima3~6,1,,329.94,847.42,0.5141,0.809,oxidized_recovered,0.0,-17.845,-22.0,,,
