island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Oshima,oshima5,1,1,777.5,970.0,0.0143,0.1351,weak_recovered,0.0,-1.0,-1.0,0.0,,
Oshima,oshima5,1,2,744.6,979.0,0.0358,0.2136,mixed,0.4,1.0,1.0,0.0,,
Oshima,oshima5,1,3,772.83,985.12,0.172,0.468,mixed,0.875,7.417,6.0,0.0,,
Oshima,oshima5,1,4,780.08,990.4,0.1792,0.4777,mixed,0.92,5.44,5.0,0.0,,
Oshima,oshima5,1,5,845.62,998.62,0.0932,0.3445,mixed,0.846,4.769,4.0,0.0,,
Oshima,oshima5,1,6,757.74,998.78,2.5233,1.7924,mixed,0.923,8.807,6.0,0.0,,
Oshima,oshima5,1,7,808.5,1000.0,0.0143,0.1351,mixed,0.5,3.5,3.5,0.0,,
Oshima,oshima5,1,8,902.5,1001.5,0.0287,0.1911,strong,1.0,2.0,2.0,0.0,,
Oshima,oshima5,1,9,726.11,1001.78,0.0645,0.2866,mixed,0.222,1.111,1.0,0.0,,
Oshima,oshima5,1,10,778.39,1006.23,1.3835,1.3272,mixed,0.896,11.135,10.0,0.0,,
Oshima,oshima5,1,11,890.07,1007.27,1.9355,1.5698,mixed,0.941,15.593,14.0,0.0,,
Oshima,oshima5,1,12,741.02,1008.78,0.2939,0.6117,mixed,0.902,8.317,9.0,0.0,,
Oshima,oshima5,1,13,788.92,1009.08,0.1864,0.4871,mixed,0.808,3.5,3.5,0.0,,
Oshima,oshima5,1,14,799.32,1009.52,0.3154,0.6337,mixed,0.977,6.364,5.5,0.0,,
Oshima,oshima5,1,15,828.96,1013.67,2.2437,1.6902,mixed,0.927,9.636,8.0,0.0,,
Oshima,oshima5,1,16,849.25,1016.31,0.2294,0.5404,mixed,0.938,6.344,6.5,0.0,,
Oshima,oshima5,1,17,755.15,1020.5,0.3871,0.702,mixed,0.944,8.056,8.5,0.0,,
Oshima,oshima5,1,18,802.06,1021.84,0.6165,0.886,mixed,0.919,6.337,6.0,0.0,,
Oshima,oshima5,1,19,770.53,1024.3,0.3082,0.6265,mixed,0.791,3.977,3.0,0.0,,
Oshima,oshima5,1,20,893.38,1024.44,1.3118,1.2924,mixed,0.934,10.224,9.0,0.0,,
Oshima,oshima5,1,21,726.0,1029.0,0.0932,0.3445,mixed,0.846,3.154,3.0,0.0,,
Oshima,oshima5,1,22,850.88,1033.08,0.7097,0.9506,mixed,0.879,7.091,5.0,0.0,,
Oshima,oshima5,1,23,831.43,1035.64,0.4373,0.7462,mixed,0.852,5.131,4.0,0.0,,
Oshima,oshima5,1,24,789.1,1037.26,0.4875,0.7878,mixed,0.897,10.324,10.0,0.0,,
Oshima,oshima5,1,25,809.36,1037.79,0.1004,0.3575,strong,1.0,6.143,5.0,0.0,,
Oshima,oshima5,1,26,876.27,1038.15,1.3405,1.3064,mixed,0.893,8.176,8.0,0.0,,
Oshima,oshima5,1,27,910.17,1040.79,0.3011,0.6191,mixed,0.905,6.357,6.0,0.0,,
Oshima,oshima5,1,28,823.0,1041.5,0.0143,0.1351,mixed,0.5,1.5,1.5,0.0,,
Oshima,oshima5,1,29,745.61,1042.1,0.2222,0.5319,mixed,0.968,7.806,7.0,0.0,,
Oshima,oshima5,1,30,893.37,1044.92,0.2724,0.5889,mixed,0.842,4.921,5.0,0.0,,
Oshima,oshima5,1,31,856.75,1045.75,0.0287,0.1911,mixed,0.75,2.5,3.0,0.0,,
Oshima,oshima5,1,32,796.82,1046.82,0.0789,0.3169,mixed,0.636,3.364,4.0,0.0,,
