island,sheet,organ_id,nearest_corolla,cx,cy,x1,y1,x2,y2,length_mm,width_mm,aspect,angle_deg,organ_type_auto,organ_type_FILL,exclude_FILL,detection_source,nearest_corolla_hint,association_confirmed,visibility_note
Niijima,niijima2~4,1,3,647.5,1240.0,,,,,15.49,1.44,10.76,63.43,unclassified_reproductive_organ,,,,,,
Niijima,niijima2~4,2,7,923.18,2707.58,,,,,17.41,3.97,4.39,75.26,unclassified_reproductive_organ,,,,,,
