island,sheet,organ_id,nearest_corolla,cx,cy,x1,y1,x2,y2,length_mm,width_mm,aspect,angle_deg,organ_type_auto,organ_type_FILL,exclude_FILL,detection_source,nearest_corolla_hint,association_confirmed,visibility_note
Oshima,oshima1(2),1,3,902.84,1586.73,,,,,28.2,3.5,8.06,88.91,unclassified_reproductive_organ,,,,,,
Oshima,oshima1(2),2,3,528.5,1754.0,,,,,21.94,1.41,15.55,-58.59,unclassified_reproductive_organ,,,,,,
Oshima,oshima1(2),3,5,2041.5,2923.5,,,,,23.28,1.44,16.2,82.68,unclassified_reproductive_organ,,,,,,
