island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Toshima,toshima1~2,1,1,605.34,872.32,0.4229,0.7338,mixed,0.966,10.254,9.0,0.0,,
Toshima,toshima1~2,1,2,512.37,875.71,0.2724,0.5889,mixed,0.842,4.947,4.0,0.0,,
Toshima,toshima1~2,1,3,608.38,883.0,0.0573,0.2702,mixed,0.875,2.75,2.0,0.0,,
Toshima,toshima1~2,1,4,525.0,888.2,0.0358,0.2136,mixed,0.2,1.2,1.0,0.0,,
Toshima,toshima1~2,1,5,630.0,889.0,0.0502,0.2528,mixed,0.714,2.571,3.0,0.0,,
Toshima,toshima1~2,1,6,498.89,892.33,0.0645,0.2866,mixed,0.778,4.556,3.0,0.0,,
Toshima,toshima1~2,1,7,511.67,892.33,0.0215,0.1655,mixed,0.333,1.667,1.0,0.0,,
Toshima,toshima1~2,1,8,547.33,892.33,0.0215,0.1655,mixed,0.667,2.333,3.0,0.0,,
Toshima,toshima1~2,1,9,621.62,893.25,0.1147,0.3821,strong,1.0,5.875,5.5,0.0,,
Toshima,toshima1~2,1,10,510.42,902.04,0.4946,0.7936,mixed,0.928,5.29,5.0,0.0,,
Toshima,toshima1~2,1,11,541.59,902.3,0.4946,0.7936,mixed,0.971,9.217,9.0,0.0,,
Toshima,toshima1~2,1,12,600.67,904.67,0.0215,0.1655,mixed,0.667,2.667,3.0,0.0,,
Toshima,toshima1~2,1,13,631.52,904.86,1.1613,1.216,mixed,0.951,15.185,13.0,0.0,,
Toshima,toshima1~2,1,14,496.5,905.2,0.0717,0.3021,mixed,0.8,4.6,4.0,0.0,,
Toshima,toshima1~2,1,15,578.93,913.86,0.1004,0.3575,strong,1.0,5.786,5.0,0.0,,
Toshima,toshima1~2,1,16,593.07,913.86,0.1004,0.3575,mixed,0.571,1.857,2.0,0.0,,
Toshima,toshima1~2,1,17,522.69,914.72,0.2294,0.5404,mixed,0.938,6.781,6.5,0.0,,
Toshima,toshima1~2,1,18,503.78,916.45,0.3656,0.6823,mixed,0.922,6.157,6.0,0.0,,
Toshima,toshima1~2,1,19,618.42,918.58,0.5591,0.8438,mixed,0.885,5.974,6.0,0.0,,
Toshima,toshima1~2,1,20,586.35,924.58,0.2222,0.5319,mixed,0.871,5.387,5.0,0.0,,
Toshima,toshima1~2,1,21,637.98,927.47,0.3226,0.6409,mixed,0.8,4.533,5.0,0.0,,
Toshima,toshima1~2,1,22,608.88,928.41,0.1219,0.3939,mixed,0.824,4.235,4.0,0.0,,
Toshima,toshima1~2,1,23,528.4,933.2,0.0358,0.2136,mixed,0.4,1.4,1.0,0.0,,
Toshima,toshima1~2,1,24,579.89,935.25,0.4086,0.7213,mixed,0.93,11.088,11.0,0.0,,
