island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Niijima,niijima2~4,1,18,280.78,1233.65,0.4301,0.74,mixed,0.967,7.017,7.5,0.0,,
Niijima,niijima2~4,1,19,296.29,1234.43,0.1505,0.4378,strong,1.0,7.714,9.0,0.0,,
Niijima,niijima2~4,1,20,378.67,1242.67,0.0215,0.1655,mixed,0.333,1.667,1.0,0.0,,
Niijima,niijima2~4,1,21,385.45,1244.19,0.2222,0.5319,mixed,0.871,7.29,7.0,0.0,,
Niijima,niijima2~4,1,22,368.83,1246.83,0.043,0.234,mixed,0.833,2.5,2.5,0.0,,
Niijima,niijima2~4,1,23,286.33,1247.33,0.0215,0.1655,mixed,0.333,1.333,1.0,0.0,,
Niijima,niijima2~4,1,24,303.17,1248.17,0.043,0.234,mixed,0.667,5.5,3.0,0.0,,
Niijima,niijima2~4,1,25,291.0,1250.2,0.0358,0.2136,mixed,0.8,3.6,3.0,0.0,,
Niijima,niijima2~4,1,26,254.5,1254.0,0.0143,0.1351,mixed,0.5,6.5,6.5,0.0,,
Niijima,niijima2~4,1,27,270.6,1258.2,0.0358,0.2136,mixed,0.8,2.8,3.0,0.0,,
Niijima,niijima2~4,1,28,322.95,1271.05,0.2724,0.5889,strong,1.0,7.974,8.0,0.0,,
Niijima,niijima2~4,1,29,303.33,1273.33,0.0215,0.1655,mixed,0.667,10.0,14.0,0.0,,
Niijima,niijima2~4,1,30,319.5,1277.0,0.0143,0.1351,strong,1.0,3.0,3.0,0.0,,
Niijima,niijima2~4,1,31,294.33,1278.67,0.0215,0.1655,strong,1.0,5.0,5.0,0.0,,
Niijima,niijima2~4,1,32,405.33,1279.67,0.0215,0.1655,mixed,0.667,7.333,8.0,0.0,,
Niijima,niijima2~4,1,33,356.83,1280.42,0.086,0.3309,mixed,0.917,6.833,4.0,0.0,,
Niijima,niijima2~4,1,34,307.2,1282.9,0.2151,0.5233,mixed,0.967,11.5,11.5,0.0,,
Niijima,niijima2~4,1,35,254.0,1283.0,0.0215,0.1655,mixed,0.333,1.667,1.0,0.0,,
Niijima,niijima2~4,1,36,318.0,1283.75,0.0287,0.1911,strong,1.0,5.25,4.5,0.0,,
Niijima,niijima2~4,1,37,330.5,1284.0,0.0143,0.1351,mixed,0.5,4.5,4.5,0.0,,
Niijima,niijima2~4,1,38,282.72,1284.81,0.8172,1.02,mixed,0.956,8.702,10.0,0.0,,
Niijima,niijima2~4,1,39,374.67,1286.0,0.0215,0.1655,strong,1.0,10.333,13.0,0.0,,
Niijima,niijima2~4,1,40,383.0,1287.33,0.0645,0.2866,mixed,0.889,8.444,8.0,0.0,,
Niijima,niijima2~4,1,41,254.0,1287.5,0.0143,0.1351,mixed,0.5,2.5,2.5,0.0,,
Niijima,niijima2~4,1,42,325.17,1288.83,0.043,0.234,strong,1.0,11.0,10.0,0.0,,
Niijima,niijima2~4,1,43,302.5,1290.5,0.0287,0.1911,strong,1.0,6.25,7.5,0.0,,
Niijima,niijima2~4,1,44,422.0,1296.5,0.0143,0.1351,strong,1.0,3.5,3.5,0.0,,
Niijima,niijima2~4,1,45,259.4,1296.72,0.3799,0.6955,mixed,0.925,7.774,7.0,0.0,,
Niijima,niijima2~4,1,46,257.5,1301.0,0.0143,0.1351,strong,1.0,4.5,4.5,0.0,,
Niijima,niijima2~4,1,47,341.5,1301.0,0.0143,0.1351,mixed,0.5,6.0,6.0,0.0,,
Niijima,niijima2~4,1,48,286.0,1302.5,0.0143,0.1351,mixed,0.5,6.5,6.5,0.0,,
Niijima,niijima2~4,1,49,383.5,1305.0,0.0143,0.1351,strong,1.0,8.0,8.0,0.0,,
Niijima,niijima2~4,1,50,391.71,1305.57,0.0502,0.2528,strong,1.0,3.0,3.0,0.0,,
Niijima,niijima2~4,1,51,327.57,1305.71,0.0502,0.2528,strong,1.0,7.0,6.0,0.0,,
Niijima,niijima2~4,1,52,305.6,1309.2,0.0358,0.2136,strong,1.0,5.4,5.0,0.0,,
Niijima,niijima2~4,1,53,324.0,1309.5,0.0573,0.2702,mixed,0.875,7.75,8.5,0.0,,
Niijima,niijima2~4,1,54,400.0,1317.5,0.043,0.234,strong,1.0,6.667,7.5,0.0,,
Niijima,niijima2~4,1,55,285.0,1325.5,0.043,0.234,mixed,0.833,6.333,7.5,0.0,,
Niijima,niijima2~4,1,56,309.17,1325.92,0.086,0.3309,strong,1.0,8.917,9.5,0.0,,
Niijima,niijima2~4,1,57,316.45,1326.0,0.0789,0.3169,mixed,0.818,5.455,6.0,0.0,,
Niijima,niijima2~4,1,58,406.5,1327.5,0.0287,0.1911,mixed,0.75,3.5,4.0,0.0,,
Niijima,niijima2~4,1,59,252.33,1330.33,0.043,0.234,strong,1.0,6.833,6.0,0.0,,
Niijima,niijima2~4,1,60,393.71,1332.86,0.0502,0.2528,mixed,0.857,7.286,7.0,0.0,,
Niijima,niijima2~4,1,61,326.5,1336.0,0.1004,0.3575,mixed,0.929,5.786,6.0,0.0,,
Niijima,niijima2~4,1,62,313.64,1336.43,0.1004,0.3575,mixed,0.857,4.429,4.0,0.0,,
Niijima,niijima2~4,1,63,306.29,1337.29,0.0502,0.2528,mixed,0.857,4.571,4.0,0.0,,
Niijima,niijima2~4,1,64,402.74,1337.74,0.1649,0.4582,mixed,0.913,5.609,5.0,0.0,,
Niijima,niijima2~4,1,65,323.33,1341.67,0.0215,0.1655,strong,1.0,6.0,5.0,0.0,,
Niijima,niijima2~4,1,66,330.5,1344.0,0.0143,0.1351,strong,1.0,11.5,11.5,0.0,,
Niijima,niijima2~4,1,67,305.53,1350.13,0.1075,0.37,strong,1.0,7.067,7.0,0.0,,
Niijima,niijima2~4,1,68,336.33,1350.67,0.0215,0.1655,strong,1.0,6.667,8.0,0.0,,
Niijima,niijima2~4,1,69,404.92,1353.0,0.3584,0.6755,mixed,0.96,9.5,9.0,0.0,,
Niijima,niijima2~4,1,70,314.36,1355.91,0.0789,0.3169,strong,1.0,7.364,7.0,0.0,,
Niijima,niijima2~4,1,71,305.89,1362.58,0.1362,0.4164,mixed,0.947,13.895,13.0,0.0,,
Niijima,niijima2~4,1,72,410.6,1364.47,0.1075,0.37,strong,1.0,7.067,7.0,0.0,,
Niijima,niijima2~4,1,73,313.45,1376.52,0.2222,0.5319,mixed,0.806,6.387,5.0,0.0,,
Niijima,niijima2~4,1,74,415.5,1377.0,0.0143,0.1351,strong,1.0,7.0,7.0,0.0,,
Niijima,niijima2~4,1,75,408.29,1381.57,0.0502,0.2528,mixed,0.714,3.429,4.0,0.0,,
Niijima,niijima2~4,1,76,307.89,1387.42,0.1362,0.4164,mixed,0.842,6.211,6.0,0.0,,
Niijima,niijima2~4,1,77,314.42,1390.75,0.172,0.468,mixed,0.958,15.917,14.0,0.0,,
Niijima,niijima2~4,1,78,404.0,1392.0,0.0358,0.2136,mixed,0.6,2.0,2.0,0.0,,
Niijima,niijima2~4,1,79,315.5,1400.0,0.0143,0.1351,strong,1.0,3.5,3.5,0.0,,
Niijima,niijima2~4,1,80,309.48,1403.33,0.1505,0.4378,mixed,0.952,7.429,8.0,0.0,,
Niijima,niijima2~4,1,81,228.25,1405.75,0.0573,0.2702,mixed,0.75,4.25,2.5,0.0,,
Niijima,niijima2~4,1,82,318.85,1408.85,0.1434,0.4273,mixed,0.9,8.6,9.0,0.0,,
Niijima,niijima2~4,1,83,417.47,1410.65,0.1219,0.3939,mixed,0.824,4.412,4.0,0.0,,
Niijima,niijima2~4,1,84,314.45,1418.24,0.3513,0.6688,mixed,0.959,9.061,10.0,0.0,,
Niijima,niijima2~4,1,85,419.0,1420.0,0.2079,0.5145,mixed,0.793,8.897,8.0,0.0,,
Niijima,niijima2~4,1,86,423.5,1427.5,0.0287,0.1911,strong,1.0,9.75,10.5,0.0,,
Niijima,niijima2~4,1,87,226.95,1430.32,0.1577,0.4481,mixed,0.909,7.818,8.5,0.0,,
Niijima,niijima2~4,1,88,320.14,1431.86,0.2079,0.5145,mixed,0.931,4.793,5.0,0.0,,
Niijima,niijima2~4,1,89,364.0,1432.5,0.0143,0.1351,weak_recovered,0.0,2.5,2.5,0.0,,
Niijima,niijima2~4,1,90,232.5,1436.5,0.0287,0.1911,mixed,0.75,2.0,2.0,0.0,,
Niijima,niijima2~4,1,91,423.43,1442.39,0.1649,0.4582,strong,1.0,7.13,7.0,0.0,,
Niijima,niijima2~4,1,92,324.0,1442.5,0.129,0.4053,mixed,0.889,6.222,5.5,0.0,,
Niijima,niijima2~4,1,93,233.51,1446.32,0.3369,0.655,mixed,0.957,10.809,8.0,0.0,,
Niijima,niijima2~4,1,94,445.75,1447.25,0.0287,0.1911,strong,1.0,5.75,5.0,0.0,,
Niijima,niijima2~4,1,95,319.87,1447.93,0.1075,0.37,mixed,0.933,6.467,6.0,0.0,,
Niijima,niijima2~4,1,96,337.0,1449.0,0.0645,0.2866,mixed,0.889,8.889,8.0,0.0,,
Niijima,niijima2~4,1,97,432.62,1449.68,0.2437,0.5571,mixed,0.971,8.647,8.0,0.0,,
Niijima,niijima2~4,1,98,348.17,1449.92,0.086,0.3309,mixed,0.917,10.167,13.5,0.0,,
Niijima,niijima2~4,1,99,443.0,1453.5,0.0287,0.1911,strong,1.0,6.5,5.0,0.0,,
Niijima,niijima2~4,1,100,230.75,1455.08,0.086,0.3309,mixed,0.917,7.917,8.5,0.0,,
Niijima,niijima2~4,1,101,422.75,1455.25,0.0573,0.2702,strong,1.0,10.5,13.0,0.0,,
Niijima,niijima2~4,1,102,222.5,1455.5,0.0287,0.1911,strong,1.0,5.5,5.5,0.0,,
Niijima,niijima2~4,1,103,437.5,1457.0,0.043,0.234,strong,1.0,7.833,8.0,0.0,,
Niijima,niijima2~4,1,104,343.44,1458.22,0.0645,0.2866,mixed,0.889,8.778,8.0,0.0,,
Niijima,niijima2~4,1,105,324.31,1458.73,0.1864,0.4871,mixed,0.962,9.115,8.5,0.0,,
Niijima,niijima2~4,1,106,412.33,1459.33,0.0215,0.1655,strong,1.0,4.667,5.0,0.0,,
Niijima,niijima2~4,1,107,316.5,1461.0,0.0143,0.1351,strong,1.0,4.5,4.5,0.0,,
Niijima,niijima2~4,1,,342.0,1197.0,0.0358,0.2136,oxidized_recovered,0.0,-0.2,0.0,,,
Niijima,niijima2~4,1,,329.6,1197.2,0.0358,0.2136,oxidized_recovered,0.0,-2.2,-3.0,,,
Niijima,niijima2~4,1,,368.0,1199.75,0.0287,0.1911,oxidized_recovered,0.0,-17.5,-17.5,,,
Niijima,niijima2~4,1,,382.22,1201.56,0.0645,0.2866,oxidized_recovered,0.0,-24.333,-24.0,,,
Niijima,niijima2~4,1,,390.33,1202.67,0.0215,0.1655,oxidized_recovered,0.0,-9.0,-10.0,,,
Niijima,niijima2~4,1,,371.67,1204.33,0.0215,0.1655,oxidized_recovered,0.0,-12.0,-12.0,,,
Niijima,niijima2~4,1,,375.17,1205.33,0.043,0.234,oxidized_recovered,0.0,-11.667,-12.0,,,
Niijima,niijima2~4,1,,379.5,1207.0,0.0143,0.1351,oxidized_recovered,0.0,-8.5,-8.5,,,
Niijima,niijima2~4,1,,364.2,1208.4,0.0358,0.2136,oxidized_recovered,0.0,-17.2,-21.0,,,
Niijima,niijima2~4,1,,361.5,1210.0,0.0143,0.1351,oxidized_recovered,0.0,-34.0,-34.0,,,
Niijima,niijima2~4,1,,338.0,1212.33,0.0215,0.1655,oxidized_recovered,0.0,-15.333,-14.0,,,
Niijima,niijima2~4,1,,276.89,1219.95,0.1362,0.4164,oxidized_recovered,0.0,-20.158,-22.0,,,
Niijima,niijima2~4,1,,305.5,1221.5,0.0143,0.1351,oxidized_recovered,0.0,2.5,2.5,,,
Niijima,niijima2~4,1,,300.5,1224.5,0.0143,0.1351,oxidized_recovered,0.0,-4.0,-4.0,,,
Niijima,niijima2~4,1,,366.74,1224.96,0.1649,0.4582,oxidized_recovered,0.0,-23.261,-25.0,,,
Niijima,niijima2~4,1,,308.43,1225.43,0.0502,0.2528,oxidized_recovered,0.0,-7.857,-3.0,,,
Niijima,niijima2~4,1,,303.0,1228.17,0.086,0.3309,oxidized_recovered,0.0,-15.5,-12.5,,,
Niijima,niijima2~4,1,,276.63,1231.41,0.3656,0.6823,oxidized_recovered,0.0,-18.235,-18.0,,,
Niijima,niijima2~4,1,,320.5,1234.0,0.0143,0.1351,oxidized_recovered,0.0,-15.0,-15.0,,,
Niijima,niijima2~4,1,,406.23,1234.62,0.0932,0.3445,oxidized_recovered,0.0,-27.846,-27.0,,,
Niijima,niijima2~4,1,,303.46,1235.71,0.2007,0.5055,oxidized_recovered,0.0,-16.0,-18.0,,,
Niijima,niijima2~4,1,,358.5,1236.0,0.0143,0.1351,oxidized_recovered,0.0,-51.5,-51.5,,,
Niijima,niijima2~4,1,,368.0,1237.25,0.0287,0.1911,oxidized_recovered,0.0,-26.0,-24.5,,,
Niijima,niijima2~4,1,,370.71,1240.57,0.0502,0.2528,oxidized_recovered,0.0,-22.429,-21.0,,,
Niijima,niijima2~4,1,,276.33,1241.67,0.0215,0.1655,oxidized_recovered,0.0,-27.333,-28.0,,,
Niijima,niijima2~4,1,,389.38,1244.25,0.2294,0.5404,oxidized_recovered,0.0,-15.062,-16.0,,,
Niijima,niijima2~4,1,,395.0,1248.0,0.0502,0.2528,oxidized_recovered,0.0,-24.143,-23.0,,,
Niijima,niijima2~4,1,,380.08,1252.33,0.086,0.3309,oxidized_recovered,0.0,-37.667,-39.0,,,
Niijima,niijima2~4,1,,391.0,1252.56,0.0645,0.2866,oxidized_recovered,0.0,-32.889,-32.0,,,
Niijima,niijima2~4,1,,254.5,1253.0,0.0143,0.1351,oxidized_recovered,0.0,4.0,4.0,,,
Niijima,niijima2~4,1,,312.5,1256.0,0.0143,0.1351,oxidized_recovered,0.0,-24.0,-24.0,,,
Niijima,niijima2~4,1,,263.0,1256.5,0.0143,0.1351,oxidized_recovered,0.0,-7.5,-7.5,,,
Niijima,niijima2~4,1,,396.5,1256.5,0.043,0.234,oxidized_recovered,0.0,-30.833,-31.5,,,
Niijima,niijima2~4,1,,400.33,1257.33,0.0215,0.1655,oxidized_recovered,0.0,-32.0,-32.0,,,
Niijima,niijima2~4,1,,378.5,1257.5,0.0143,0.1351,oxidized_recovered,0.0,-35.5,-35.5,,,
Niijima,niijima2~4,1,,367.83,1262.02,0.3011,0.6191,oxidized_recovered,0.0,-23.5,-22.0,,,
Niijima,niijima2~4,1,,322.4,1263.07,43.9856,7.4836,oxidized_recovered,0.0,-27.175,-27.0,,,
Niijima,niijima2~4,1,,400.0,1264.0,0.0932,0.3445,oxidized_recovered,0.0,-33.846,-34.0,,,
Niijima,niijima2~4,1,,357.02,1264.33,0.3728,0.6889,oxidized_recovered,0.0,-31.865,-31.0,,,
Niijima,niijima2~4,1,,309.0,1266.5,0.0143,0.1351,oxidized_recovered,0.0,-36.0,-36.0,,,
Niijima,niijima2~4,1,,413.88,1266.52,0.1792,0.4777,oxidized_recovered,0.0,-29.16,-27.0,,,
Niijima,niijima2~4,1,,391.94,1270.97,0.2222,0.5319,oxidized_recovered,0.0,-18.968,-18.0,,,
Niijima,niijima2~4,1,,365.42,1271.68,0.1362,0.4164,oxidized_recovered,0.0,-23.316,-24.0,,,
Niijima,niijima2~4,1,,368.5,1276.0,0.0143,0.1351,oxidized_recovered,0.0,-30.5,-30.5,,,
Niijima,niijima2~4,1,,407.53,1277.55,0.5591,0.8438,oxidized_recovered,0.0,-16.449,-16.5,,,
Niijima,niijima2~4,1,,281.59,1277.84,0.2294,0.5404,oxidized_recovered,0.0,-19.719,-17.0,,,
Niijima,niijima2~4,1,,264.0,1278.5,0.0143,0.1351,oxidized_recovered,0.0,-10.0,-10.0,,,
Niijima,niijima2~4,1,,324.5,1281.5,0.0143,0.1351,oxidized_recovered,0.0,-57.0,-57.0,,,
Niijima,niijima2~4,1,,342.5,1286.33,0.043,0.234,oxidized_recovered,0.0,-46.167,-46.5,,,
Niijima,niijima2~4,1,,422.81,1286.68,0.4086,0.7213,oxidized_recovered,0.0,-31.333,-32.0,,,
Niijima,niijima2~4,1,,266.5,1288.5,0.0143,0.1351,oxidized_recovered,0.0,-27.0,-27.0,,,
Niijima,niijima2~4,1,,281.5,1289.0,0.043,0.234,oxidized_recovered,0.0,-8.0,-11.0,,,
Niijima,niijima2~4,1,,270.0,1290.92,0.5305,0.8218,oxidized_recovered,0.0,-25.541,-26.5,,,
Niijima,niijima2~4,1,,336.5,1291.0,0.0143,0.1351,oxidized_recovered,0.0,-36.0,-36.0,,,
Niijima,niijima2~4,1,,420.0,1291.33,0.0215,0.1655,oxidized_recovered,0.0,-26.667,-27.0,,,
Niijima,niijima2~4,1,,255.17,1292.0,0.043,0.234,oxidized_recovered,0.0,-19.5,-22.5,,,
Niijima,niijima2~4,1,,378.67,1294.75,7.4624,3.0824,oxidized_recovered,0.0,-27.376,-27.0,,,
Niijima,niijima2~4,1,,372.03,1294.84,0.2652,0.5811,oxidized_recovered,0.0,-27.108,-27.0,,,
Niijima,niijima2~4,1,,251.0,1295.0,0.0215,0.1655,oxidized_recovered,0.0,-7.333,-7.0,,,
Niijima,niijima2~4,1,,437.0,1298.5,0.0143,0.1351,oxidized_recovered,0.0,-11.0,-11.0,,,
Niijima,niijima2~4,1,,310.05,1298.58,0.5305,0.8218,oxidized_recovered,0.0,-24.135,-24.0,,,
Niijima,niijima2~4,1,,419.67,1298.8,0.7312,0.9649,oxidized_recovered,0.0,-24.529,-23.0,,,
Niijima,niijima2~4,1,,270.44,1299.0,0.0645,0.2866,oxidized_recovered,0.0,-29.667,-30.0,,,
Niijima,niijima2~4,1,,265.17,1299.67,0.043,0.234,oxidized_recovered,0.0,-23.5,-27.0,,,
Niijima,niijima2~4,1,,254.33,1301.0,0.0215,0.1655,oxidized_recovered,0.0,1.667,2.0,,,
Niijima,niijima2~4,1,,258.6,1302.2,0.0358,0.2136,oxidized_recovered,0.0,-28.4,-28.0,,,
Niijima,niijima2~4,1,,432.22,1306.11,0.0645,0.2866,oxidized_recovered,0.0,-35.889,-36.0,,,
Niijima,niijima2~4,1,,277.88,1307.12,0.0573,0.2702,oxidized_recovered,0.0,-31.0,-31.0,,,
Niijima,niijima2~4,1,,427.33,1310.5,0.172,0.468,oxidized_recovered,0.0,-31.208,-31.5,,,
Niijima,niijima2~4,1,,254.6,1310.7,0.9462,1.0976,oxidized_recovered,0.0,-21.159,-21.0,,,
Niijima,niijima2~4,1,,264.93,1312.79,0.1004,0.3575,oxidized_recovered,0.0,-29.429,-32.5,,,
Niijima,niijima2~4,1,,418.28,1313.16,0.2294,0.5404,oxidized_recovered,0.0,-19.0,-19.0,,,
Niijima,niijima2~4,1,,273.07,1314.11,0.5448,0.8329,oxidized_recovered,0.0,-33.776,-33.0,,,
Niijima,niijima2~4,1,,351.33,1315.67,0.0215,0.1655,oxidized_recovered,0.0,-30.667,-30.0,,,
Niijima,niijima2~4,1,,400.76,1316.84,0.1792,0.4777,oxidized_recovered,0.0,-11.48,-12.0,,,
Niijima,niijima2~4,1,,345.5,1317.0,0.0287,0.1911,oxidized_recovered,0.0,-28.5,-27.5,,,
Niijima,niijima2~4,1,,266.5,1319.0,0.0143,0.1351,oxidized_recovered,0.0,-37.0,-37.0,,,
Niijima,niijima2~4,1,,334.46,1321.31,0.0932,0.3445,oxidized_recovered,0.0,-42.385,-41.0,,,
Niijima,niijima2~4,1,,385.79,1321.67,0.2796,0.5966,oxidized_recovered,0.0,-34.0,-31.0,,,
Niijima,niijima2~4,1,,421.8,1322.67,0.1075,0.37,oxidized_recovered,0.0,-22.8,-22.0,,,
Niijima,niijima2~4,1,,402.5,1323.0,0.0143,0.1351,oxidized_recovered,0.0,-24.0,-24.0,,,
Niijima,niijima2~4,1,,365.82,1323.64,0.2007,0.5055,oxidized_recovered,0.0,-31.107,-31.0,,,
Niijima,niijima2~4,1,,340.08,1324.23,0.0932,0.3445,oxidized_recovered,0.0,-29.769,-25.0,,,
Niijima,niijima2~4,1,,354.33,1326.67,0.043,0.234,oxidized_recovered,0.0,-28.167,-28.0,,,
Niijima,niijima2~4,1,,412.56,1328.78,0.0645,0.2866,oxidized_recovered,0.0,-19.333,-19.0,,,
Niijima,niijima2~4,1,,401.02,1329.81,1.6631,1.4552,oxidized_recovered,0.0,-17.659,-15.0,,,
Niijima,niijima2~4,1,,418.47,1330.03,0.2581,0.5732,oxidized_recovered,0.0,-15.222,-14.5,,,
Niijima,niijima2~4,1,,263.49,1330.16,0.5735,0.8545,oxidized_recovered,0.0,-17.513,-17.0,,,
Niijima,niijima2~4,1,,250.06,1331.48,0.3728,0.6889,oxidized_recovered,0.0,-21.365,-21.5,,,
Niijima,niijima2~4,1,,386.2,1333.2,0.0358,0.2136,oxidized_recovered,0.0,-30.0,-30.0,,,
Niijima,niijima2~4,1,,336.89,1333.36,0.2581,0.5732,oxidized_recovered,0.0,-21.5,-21.5,,,
Niijima,niijima2~4,1,,326.65,1333.96,0.1864,0.4871,oxidized_recovered,0.0,-16.462,-17.5,,,
Niijima,niijima2~4,1,,279.03,1336.03,0.2366,0.5488,oxidized_recovered,0.0,-20.303,-20.0,,,
Niijima,niijima2~4,1,,272.0,1337.25,0.0287,0.1911,oxidized_recovered,0.0,-37.25,-36.5,,,
Niijima,niijima2~4,1,,254.89,1341.11,0.0645,0.2866,oxidized_recovered,0.0,-44.333,-43.0,,,
Niijima,niijima2~4,1,,262.07,1341.56,0.4373,0.7462,oxidized_recovered,0.0,-39.131,-38.0,,,
Niijima,niijima2~4,1,,344.5,1342.0,0.0143,0.1351,oxidized_recovered,0.0,-50.0,-50.0,,,
Niijima,niijima2~4,1,,390.35,1342.78,0.1649,0.4582,oxidized_recovered,0.0,-18.217,-19.0,,,
Niijima,niijima2~4,1,,246.0,1347.0,0.0215,0.1655,oxidized_recovered,0.0,-16.333,-18.0,,,
Niijima,niijima2~4,1,,250.88,1347.12,0.0573,0.2702,oxidized_recovered,0.0,-8.125,-7.5,,,
Niijima,niijima2~4,1,,240.5,1347.5,0.0143,0.1351,oxidized_recovered,0.0,-11.5,-11.5,,,
Niijima,niijima2~4,1,,416.4,1352.14,1.1111,1.1894,oxidized_recovered,0.0,-16.329,-17.0,,,
Niijima,niijima2~4,1,,396.25,1353.48,0.6308,0.8962,oxidized_recovered,0.0,-25.011,-26.0,,,
Niijima,niijima2~4,1,,416.0,1359.5,0.0143,0.1351,oxidized_recovered,0.0,-23.5,-23.5,,,
Niijima,niijima2~4,1,,338.16,1359.97,0.2652,0.5811,oxidized_recovered,0.0,-20.838,-20.0,,,
Niijima,niijima2~4,1,,350.5,1360.0,0.043,0.234,oxidized_recovered,0.0,-40.5,-40.0,,,
Niijima,niijima2~4,1,,243.98,1360.73,0.9606,1.1059,oxidized_recovered,0.0,-35.94,-37.0,,,
Niijima,niijima2~4,1,,308.36,1360.82,0.0789,0.3169,oxidized_recovered,0.0,-10.636,-11.0,,,
Niijima,niijima2~4,1,,320.96,1360.95,1.3047,1.2889,oxidized_recovered,0.0,-16.78,-18.0,,,
Niijima,niijima2~4,1,,319.5,1363.0,0.0143,0.1351,oxidized_recovered,0.0,-27.0,-27.0,,,
Niijima,niijima2~4,1,,300.5,1364.57,0.4875,0.7878,oxidized_recovered,0.0,-20.559,-20.5,,,
Niijima,niijima2~4,1,,281.16,1364.86,0.2652,0.5811,oxidized_recovered,0.0,-23.027,-23.0,,,
Niijima,niijima2~4,1,,387.7,1365.0,0.0717,0.3021,oxidized_recovered,0.0,-20.1,-20.5,,,
Niijima,niijima2~4,1,,334.67,1365.67,0.0215,0.1655,oxidized_recovered,0.0,-23.333,-24.0,,,
Niijima,niijima2~4,1,,411.49,1371.89,1.9713,1.5843,oxidized_recovered,0.0,-14.735,-15.0,,,
Niijima,niijima2~4,1,,431.67,1374.33,0.0215,0.1655,oxidized_recovered,0.0,-19.0,-19.0,,,
Niijima,niijima2~4,1,,430.67,1377.33,0.0215,0.1655,oxidized_recovered,0.0,-23.667,-24.0,,,
Niijima,niijima2~4,1,,285.43,1378.13,0.1649,0.4582,oxidized_recovered,0.0,-28.522,-33.0,,,
Niijima,niijima2~4,1,,334.69,1378.15,0.0932,0.3445,oxidized_recovered,0.0,-20.0,-19.0,,,
Niijima,niijima2~4,1,,397.0,1378.2,0.0358,0.2136,oxidized_recovered,0.0,-25.0,-26.0,,,
Niijima,niijima2~4,1,,306.49,1378.44,0.8387,1.0334,oxidized_recovered,0.0,-28.06,-31.0,,,
Niijima,niijima2~4,1,,322.47,1379.8,0.3226,0.6409,oxidized_recovered,0.0,-31.489,-31.0,,,
Niijima,niijima2~4,1,,394.54,1383.73,0.2939,0.6117,oxidized_recovered,0.0,-17.317,-18.0,,,
Niijima,niijima2~4,1,,300.55,1390.66,0.2079,0.5145,oxidized_recovered,0.0,-16.517,-19.0,,,
Niijima,niijima2~4,1,,318.56,1391.0,0.1147,0.3821,oxidized_recovered,0.0,-9.0,-11.5,,,
Niijima,niijima2~4,1,,232.75,1391.12,0.0573,0.2702,oxidized_recovered,0.0,-27.0,-27.5,,,
Niijima,niijima2~4,1,,404.79,1391.28,0.3369,0.655,oxidized_recovered,0.0,-10.872,-10.0,,,
Niijima,niijima2~4,1,,280.57,1391.4,0.552,0.8383,oxidized_recovered,0.0,-35.403,-37.0,,,
Niijima,niijima2~4,1,,386.33,1391.67,0.0215,0.1655,oxidized_recovered,0.0,-27.0,-27.0,,,
