scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
fallback_verified_300dpi,check,0.0846667,118.1102,0.00217,5,4,824,208.78|326.75|444.31|562.22|680.50
