island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Niijima,niijima1~2,1,139,128,11,3,40.287,6.033,5.585,0.448,20.814,0.2898,0.0789,7.4695,0.0,1,376,185.921,27.841,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,2,131,121,10,6,70.358,10.269,9.635,0.634,19.119,0.5371,0.1219,10.6165,0.0,1,461,204.631,29.865,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,3,92,71,21,4,185.132,32.083,30.239,1.844,15.943,2.0123,0.086,106.5232,0.0,1,551,269.039,46.624,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,4,25,25,0,0,2.344,0.41,0.41,0.0,4.373,0.0938,0.0287,0.3943,0.0,0,0,2.344,0.41,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,5,11,11,0,0,0.645,0.112,0.112,0.0,1.903,0.0587,0.0358,0.1935,0.0,0,0,0.645,0.112,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,6,7,7,0,0,0.609,0.096,0.096,0.0,1.105,0.087,0.0287,0.3513,0.0,0,0,0.609,0.096,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,7,4,4,0,0,0.43,0.071,0.071,0.0,0.656,0.1075,0.0394,0.3369,0.0,0,0,0.43,0.071,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,8,21,19,2,0,1.018,0.098,0.094,0.003,2.02,0.0485,0.0287,0.3513,0.0,0,0,1.018,0.098,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,9,95,63,32,2,246.079,31.922,29.471,2.45,12.324,2.5903,0.1075,187.1181,0.0,1,670,328.365,42.596,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,10,82,67,15,4,143.111,25.6,24.355,1.245,14.669,1.7453,0.1039,105.9927,0.0,1,516,222.537,39.809,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,11,117,102,15,2,32.53,5.379,4.82,0.559,19.346,0.278,0.043,5.6559,0.0,1,282,145.011,23.978,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,12,98,90,8,4,71.857,14.235,13.159,1.076,19.414,0.7332,0.1362,19.8566,0.0,1,371,181.749,36.006,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,13,75,67,8,4,126.537,24.64,23.2,1.441,14.604,1.6872,0.086,88.2723,0.0,1,466,211.627,41.209,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,14,73,52,21,2,167.856,30.336,28.549,1.787,13.193,2.2994,0.0932,141.0894,0.0,1,430,245.907,44.441,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,15,80,61,19,1,126.186,27.314,25.052,2.262,17.317,1.5773,0.0753,109.7346,0.0,1,484,206.122,44.617,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
Niijima,niijima1~2,16,142,64,78,2,324.509,32.264,29.436,2.829,14.118,2.2853,0.1075,276.9961,0.0,1,925,417.483,41.509,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,817,201.53
