island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Oshima,oshima13~15,1,184,171,13,6,84.731,14.221,13.199,1.023,30.883,0.4605,0.1326,5.8136,0.0,1,561,211.534,35.504,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,2,209,193,16,0,30.194,3.3,2.935,0.365,22.844,0.1445,0.0717,1.5699,0.0,1,434,271.691,29.696,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,3,169,161,8,7,88.236,12.534,11.697,0.837,24.006,0.5221,0.1434,9.1684,0.0,1,583,211.706,30.072,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,4,115,103,12,0,11.928,1.937,1.543,0.395,18.677,0.1037,0.0573,0.9319,0.0,1,238,188.552,30.623,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,5,217,133,84,8,342.172,38.871,25.836,13.035,24.651,1.5768,0.129,207.118,0.0,1,1909,493.655,56.079,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,6,248,180,68,12,307.426,28.863,22.712,6.151,23.284,1.2396,0.1649,127.1611,0.0,1,1415,539.791,50.679,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,7,369,249,120,8,196.408,24.043,15.799,8.243,45.17,0.5323,0.0789,69.8781,0.0,1,1112,419.06,51.298,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,8,215,157,58,9,331.297,33.535,28.688,4.847,21.763,1.5409,0.2007,108.1432,0.0,1,1372,492.257,49.827,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,9,323,224,99,18,354.781,32.107,26.034,6.073,29.231,1.0984,0.1864,110.8099,0.0,1,1725,552.824,50.029,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,10,235,229,6,0,54.28,5.178,4.817,0.361,22.416,0.231,0.1147,1.9068,0.0,1,621,227.039,21.657,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,11,260,250,10,2,90.652,7.844,7.309,0.535,22.497,0.3487,0.1254,10.9892,0.0,1,823,349.82,30.269,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,12,233,216,17,1,61.462,5.684,5.074,0.61,21.548,0.2638,0.086,6.2222,0.0,1,849,314.035,29.043,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
Oshima,oshima13~15,13,292,280,12,5,115.218,11.309,10.491,0.818,28.661,0.3946,0.1577,8.1864,0.0,1,1053,348.501,34.207,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,
