island,sheet,corolla_id,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source
Oshima,oshima13~15,1,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,32.512,23.622,595.77,3.901,28.526,22.267,20.574,12.7,7.088,39.457,0.2485,1.7533,1.3865,15.389,3.84,0.12,0.9427,0.4917,4,opened_or_broad,flat_span_over_pi,0.2162,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,2,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,40.555,30.565,914.938,5.795,34.676,28.363,26.924,17.357,9.028,64.018,0.2604,1.6341,1.2879,3.484,1.767,0.1429,0.928,0.4977,3,opened_or_broad,flat_span_over_pi,0.1613,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,3,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,35.899,25.315,704.028,4.965,30.849,17.187,24.807,17.441,5.471,23.508,0.1773,0.9854,1.2436,13.162,0.535,0.1383,0.6789,0.419,3,opened_or_broad,flat_span_over_pi,0.1955,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,4,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,34.883,26.331,615.705,8.294,26.504,24.299,21.759,13.293,7.735,46.987,0.2918,1.828,1.2181,2.243,0.539,0.2378,0.9228,0.4322,2,opened_or_broad,flat_span_over_pi,0.4641,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,5,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,38.1,28.871,880.279,4.572,33.443,28.109,25.739,17.272,8.947,62.877,0.2675,1.6275,1.2993,38.318,44.685,0.12,0.9736,0.5612,8,opened_or_broad,flat_span_over_pi,0.1314,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,6,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,43.773,31.327,1065.095,5.253,38.435,29.21,28.617,17.611,9.298,67.897,0.2419,1.6587,1.3431,30.24,12.433,0.12,0.9324,0.4904,3,opened_or_broad,flat_span_over_pi,0.1804,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,7,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,38.185,26.247,816.895,4.582,33.518,23.114,25.485,16.256,7.357,42.515,0.2195,1.4219,1.3152,24.478,19.854,0.12,0.8806,0.5006,3,opened_or_broad,flat_span_over_pi,0.2334,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,8,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,43.603,28.389,987.934,5.232,38.286,23.199,26.839,18.542,7.384,42.827,0.1929,1.2511,1.4265,35.188,11.185,0.12,0.8172,0.4798,3,opened_or_broad,flat_span_over_pi,0.2,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,9,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,42.587,31.835,1105.017,5.11,37.392,30.48,29.041,20.997,9.702,73.93,0.2595,1.4516,1.2876,33.194,20.807,0.12,0.9574,0.4887,4,opened_or_broad,flat_span_over_pi,0.1987,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,10,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,48.599,27.347,1048.357,7.816,40.698,24.215,26.501,18.288,7.708,46.66,0.1894,1.3241,1.5357,5.375,3.228,0.1608,0.8854,0.4083,5,opened_or_broad,flat_span_over_pi,0.2341,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,11,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,49.022,31.411,1155.733,7.087,41.85,26.67,27.347,19.219,8.489,56.603,0.2029,1.3877,1.5303,8.329,2.177,0.1446,0.8491,0.3533,3,opened_or_broad,flat_span_over_pi,0.2771,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,12,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,45.72,31.581,1081.268,6.997,38.639,23.368,29.379,19.135,7.438,43.454,0.1925,1.2212,1.3152,5.833,4.338,0.153,0.7399,0.3786,3,opened_or_broad,flat_span_over_pi,0.2222,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,oshima13~15,13,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,356,,44.281,29.803,1018.802,5.314,38.882,24.638,27.855,17.441,7.843,48.306,0.2017,1.4126,1.3959,11.857,4.011,0.12,0.8267,0.478,3,opened_or_broad,flat_span_over_pi,0.0995,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
