island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Oshima,oshima8~9,1,79,42,37,2,144.1,28.224,25.985,2.239,15.473,1.8241,0.0645,127.4765,0.0,1,372,193.663,37.932,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,2,136,57,79,4,193.692,33.89,24.709,9.181,23.796,1.4242,0.147,130.3511,0.0,1,734,268.0,46.891,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,3,130,117,13,2,43.104,6.947,6.214,0.734,20.953,0.3316,0.1219,7.9785,0.0,1,401,153.297,24.708,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,4,136,83,53,3,202.107,26.6,23.641,2.96,17.9,1.4861,0.0932,155.584,0.0,1,680,309.369,40.718,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,5,83,34,49,4,147.835,32.007,24.165,7.842,17.97,1.7811,0.0932,116.5662,0.0,1,576,217.211,47.028,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,6,106,101,5,1,77.663,11.483,10.544,0.939,15.672,0.7327,0.1004,59.5842,0.0,1,331,163.283,24.142,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,7,123,107,16,4,118.337,20.224,18.59,1.634,21.021,0.9621,0.1649,54.939,0.0,1,543,211.62,36.167,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,8,126,85,41,5,143.082,24.18,22.501,1.679,21.293,1.1356,0.1147,79.4694,0.0,1,594,224.093,37.87,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,9,266,112,154,6,319.376,35.101,25.318,9.783,29.235,1.2007,0.1434,201.756,0.0,1,1171,463.118,50.899,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,10,122,115,7,4,125.355,15.801,15.066,0.736,15.378,1.0275,0.2151,67.1755,0.0,1,457,225.168,28.383,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,11,111,105,6,4,70.294,9.764,8.866,0.898,15.419,0.6333,0.1362,13.7491,0.0,1,463,164.874,22.902,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,12,273,220,53,14,265.218,28.27,25.891,2.379,29.1,0.9715,0.2151,67.835,0.0,1,1102,417.985,44.554,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,13,203,119,84,3,295.72,28.395,26.475,1.92,19.492,1.4567,0.1577,229.2614,0.0,1,889,406.487,39.031,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
Oshima,oshima8~9,14,110,94,16,3,200.136,27.838,26.732,1.106,15.3,1.8194,0.1649,149.8708,0.0,1,511,280.688,39.042,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,
