island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,fragment_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source
Oshima,1,oshima8~9,,8|9,,,,1,571,885,1,1,shimask_red_outline_from_raw_difference,30.4,19.9,0.655,,check,,510.6,144.1,28.224,79,15.473,0.919,1,0.012,0,5.17,27.73,5,0.966,1.52,,42,37,2,25.985,2.239,1.8241,0.0645,127.4765,0.0,372,193.663,37.932,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,30.395,19.643,510.523,3.647,26.663,17.357,19.304,14.817,5.525,23.973,0.2072,1.1714,1.3812,30.577,0.475,0.12,0.8836,0.3608,5,opened_or_broad,flat_span_over_pi,0.1163,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,2,1123,921,2,1,shimask_red_outline_from_raw_difference,36.49,21.17,0.58,,check,,571.5,193.692,33.89,136,23.796,0.921,1,0.004,0,10.24,30.62,3,0.924,1.63,,57,79,4,24.709,9.181,1.4242,0.147,130.3511,0.0,734,268.0,46.891,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,36.491,20.743,571.584,5.786,30.621,16.087,18.542,13.716,5.121,20.593,0.1672,1.1728,1.6514,36.052,6.424,0.1585,0.7755,0.413,3,opened_or_broad,flat_span_over_pi,0.1963,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,3,1936,941,3,1,shimask_red_outline_from_raw_difference,34.54,22.52,0.652,,check,,620.4,43.104,6.947,130,20.953,0.951,1,0.052,0,13.8,23.15,3,0.935,1.47,,117,13,2,6.214,0.734,0.3316,0.1219,7.9785,0.0,401,153.297,24.708,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.544,22.267,620.501,9.508,24.952,21.759,21.082,16.849,6.926,37.677,0.2776,1.2915,1.1835,8.886,1.007,0.2752,0.9772,0.2679,3,opened_or_broad,flat_span_over_pi,0.8913,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,4,585,1455,4,1,shimask_red_outline_from_raw_difference,38.78,27.35,0.705,,check,,759.8,202.107,26.6,136,17.9,0.912,1,0.027,0,5.47,32.78,9,0.94,1.21,,83,53,3,23.641,2.96,1.4861,0.0932,155.584,0.0,680,309.369,40.718,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,38.777,27.178,759.827,5.61,33.083,16.595,24.299,16.764,5.282,21.914,0.1597,0.9899,1.3615,27.97,0.04,0.1447,0.6106,0.373,9,opened_or_broad,flat_span_over_pi,0.1714,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,5,1153,1435,5,1,shimask_red_outline_from_raw_difference,30.14,20.57,0.682,,check,,461.9,147.835,32.007,83,17.97,0.93,1,0.007,0,7.55,25.93,3,0.888,1.39,,34,49,4,24.165,7.842,1.7811,0.0932,116.5662,0.0,576,217.211,47.028,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,30.141,20.489,461.863,4.123,25.933,11.853,19.05,14.732,3.773,11.181,0.1455,0.8046,1.3613,33.671,0.097,0.1368,0.5785,0.3686,3,opened_or_broad,flat_span_over_pi,0.1917,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,6,1906,1506,6,1,shimask_red_outline_from_raw_difference,34.29,23.96,0.699,,check,,676.3,77.663,11.483,106,15.672,0.869,1,0.005,0,6.04,30.68,8,0.955,1.41,,101,5,1,10.544,0.939,0.7327,0.1004,59.5842,0.0,331,163.283,24.142,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,34.29,23.876,676.365,4.115,30.091,21.421,22.521,18.627,6.818,36.514,0.2266,1.15,1.3361,12.246,0.018,0.12,0.8972,0.1597,8,opened_or_broad,flat_span_over_pi,0.977,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,7,509,1978,7,1,shimask_red_outline_from_raw_difference,32.26,25.06,0.777,,check,,585.1,118.337,20.224,123,21.021,0.921,1,0.001,0,5.44,28.44,7,0.925,1.27,,107,16,4,18.59,1.634,0.9621,0.1649,54.939,0.0,543,211.62,36.167,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,32.258,24.892,585.118,3.871,28.302,18.373,20.913,14.647,5.848,26.862,0.2066,1.2543,1.3534,20.66,9.177,0.12,0.7381,0.4038,7,opened_or_broad,flat_span_over_pi,0.1785,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,8,1145,1987,8,1,shimask_red_outline_from_raw_difference,35.05,23.96,0.684,,check,,591.7,143.082,24.18,126,21.293,0.978,1,0.001,0,5.39,30.49,6,0.954,1.21,,85,41,5,22.501,1.679,1.1356,0.1147,79.4694,0.0,594,224.093,37.87,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,35.052,23.707,591.72,4.206,30.761,16.087,21.421,13.716,5.121,20.593,0.1665,1.1728,1.436,25.41,4.68,0.12,0.6786,0.4519,6,opened_or_broad,flat_span_over_pi,0.3643,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,9,1868,2141,9,1,shimask_red_outline_from_raw_difference,44.28,26.42,0.597,,check,,909.9,319.376,35.101,266,29.235,0.989,1,0.002,0,7.65,37.56,5,0.923,1.67,,112,154,6,25.318,9.783,1.2007,0.1434,201.756,0.0,1171,463.118,50.899,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,44.281,26.331,909.848,6.638,37.558,24.045,25.146,17.103,7.654,46.01,0.2038,1.4059,1.4936,36.936,14.867,0.1499,0.9132,0.4307,5,opened_or_broad,flat_span_over_pi,0.2247,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
Oshima,1,oshima8~9,,8|9,,,,10,488,2474,10,1,shimask_red_outline_from_raw_difference,39.37,28.11,0.714,,check,,793.3,125.355,15.801,122,15.378,0.994,1,0.005,0,5.17,31.79,5,0.932,1.19,,115,7,4,15.066,0.736,1.0275,0.2151,67.1755,0.0,457,225.168,28.383,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,39,,39.37,27.601,793.318,8.028,31.257,20.489,25.908,18.373,6.522,33.408,0.2087,1.1152,1.2065,16.666,7.002,0.2039,0.7423,0.3049,5,opened_or_broad,flat_span_over_pi,0.1791,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed
