island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Oshima,oshima10~13,1,150,109,41,9,183.104,31.563,26.432,5.131,25.857,1.2207,0.1541,59.3476,0.0,1,834,273.878,47.21,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,2,244,178,66,8,248.2,30.667,27.522,3.144,30.148,1.0172,0.1971,57.7419,0.0,1,912,339.297,41.922,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,3,276,251,25,8,206.731,24.13,22.534,1.596,32.215,0.749,0.2652,50.0645,0.0,1,1030,310.609,36.255,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,4,206,105,101,8,310.638,36.03,25.763,10.267,23.893,1.5079,0.1505,137.0464,0.0,1,1152,436.301,50.605,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,5,225,118,107,7,262.989,32.259,24.897,7.362,27.6,1.1688,0.129,62.5232,0.0,1,1198,386.473,47.406,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,6,145,102,43,14,265.856,36.716,27.898,8.818,20.025,1.8335,0.2939,48.4085,0.0,1,1106,333.448,46.05,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,7,155,102,53,7,272.243,34.059,28.317,5.742,19.391,1.7564,0.3728,93.3906,0.0,1,1152,365.498,45.725,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,8,75,21,54,4,190.946,45.555,27.15,18.405,17.893,2.5459,0.1362,91.197,0.0,1,598,232.258,55.411,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,9,124,82,42,10,130.803,33.195,25.382,7.813,31.469,1.0549,0.1649,16.2079,0.0,1,470,198.0,50.248,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,10,149,86,63,8,218.674,37.129,26.48,10.649,25.299,1.4676,0.0932,72.3297,0.0,1,830,317.785,53.957,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,11,158,62,96,9,187.993,34.222,22.437,11.785,28.763,1.1898,0.1541,77.749,0.0,1,765,273.491,49.787,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,12,132,65,67,6,240.408,39.314,25.095,14.22,21.586,1.8213,0.2115,163.1754,0.0,1,958,304.473,49.791,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,13,169,101,68,8,204.666,29.69,24.853,4.837,24.516,1.211,0.2222,96.3296,0.0,1,880,284.208,41.229,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,14,213,92,121,8,341.663,37.81,27.601,10.209,23.572,1.6041,0.1935,203.8851,0.0,1,1232,411.612,45.551,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,15,202,68,134,8,325.369,37.647,25.46,12.187,23.372,1.6107,0.1254,194.1145,0.0,1,1247,393.498,45.53,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,16,84,77,7,1,21.176,3.527,3.14,0.387,13.989,0.2521,0.1326,3.2115,0.0,1,299,93.419,15.558,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,17,11,7,4,0,2.466,1.585,1.202,0.382,7.068,0.2242,0.0573,0.8459,0.0,1,29,7.34,4.717,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,18,168,156,12,5,95.864,14.148,12.587,1.56,24.794,0.5706,0.1577,10.8029,0.0,1,557,193.749,28.594,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
