island,sheet,corolla_id,n_spots,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_area_mm2,guide_cov_pct,guide_cov_strong_pct,guide_cov_weak_recovered_pct,spot_density_cm2,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,guide_present,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x
Oshima,oshima10~13,1,163,111,52,9,186.509,30.508,25.101,5.407,26.662,1.1442,0.1434,59.3548,0.0,1,839,279.333,45.691,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,2,254,179,75,8,251.182,28.905,25.688,3.217,29.23,0.9889,0.1935,58.0429,0.0,1,950,344.716,39.669,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,3,277,250,27,8,207.018,24.559,22.901,1.657,32.861,0.7474,0.2652,50.0645,0.0,1,1021,310.064,36.783,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,4,224,105,119,8,314.035,36.2,25.605,10.595,25.821,1.4019,0.1398,137.0393,0.0,1,1141,439.591,50.673,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,5,220,120,100,7,251.684,32.634,24.171,8.463,28.526,1.144,0.1362,59.4981,0.0,1,1179,379.125,49.158,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,6,155,108,47,14,282.587,36.71,30.062,6.648,20.135,1.8231,0.2581,52.1576,0.0,1,1061,346.953,45.071,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,7,170,112,58,9,268.666,34.863,27.992,6.87,22.059,1.5804,0.3513,81.4766,0.0,1,1176,365.168,47.385,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,8,73,24,49,4,192.838,47.743,29.86,17.882,18.073,2.6416,0.1362,93.0608,0.0,1,582,235.247,58.242,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,9,121,82,39,10,130.545,35.924,27.523,8.402,33.298,1.0789,0.1864,16.1864,0.0,1,459,197.448,54.335,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,10,138,80,58,7,223.856,38.16,28.592,9.568,23.524,1.6221,0.1183,73.7203,0.0,1,832,319.068,54.39,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,11,170,72,98,9,178.523,35.593,21.926,13.668,33.894,1.0501,0.1219,74.7741,0.0,1,741,268.0,53.433,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,12,131,65,66,6,240.071,41.871,26.764,15.107,22.848,1.8326,0.2151,163.1396,0.0,1,947,303.276,52.894,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,13,169,101,68,8,204.53,31.192,26.128,5.064,25.774,1.2102,0.2222,96.3153,0.0,1,873,284.179,43.339,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,14,229,92,137,8,346.96,38.559,27.881,10.677,25.449,1.5151,0.1864,203.9137,0.0,1,1230,420.724,46.756,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,15,205,69,136,8,318.996,39.435,25.44,13.996,25.343,1.5561,0.1147,184.7095,0.0,1,1247,388.881,48.075,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,16,83,76,7,1,21.161,3.447,3.068,0.38,13.521,0.255,0.1362,3.2115,0.0,1,298,93.563,15.242,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,17,86,78,8,3,40.745,4.678,4.083,0.595,9.873,0.4738,0.1685,4.7312,0.0,1,421,119.448,13.714,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
Oshima,oshima10~13,18,167,157,10,5,96.344,11.864,10.539,1.325,20.564,0.5769,0.1577,10.81,0.0,1,564,194.308,23.927,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,37,
