island,sheet,corolla_id,spot_id,cx,cy,area_mm2,equivalent_diameter_mm,detection_class,strong_pixel_fraction,mean_a_minus_b,median_a_minus_b,brown_overlap_pct,large_cluster_check,exclude_FILL
Oshima,oshima8,1,1,1264.5,662.5,0.0143,0.1351,weak_recovered,0.0,3.5,3.5,0.0,,
Oshima,oshima8,1,2,1281.0,669.5,0.0143,0.1351,weak_recovered,0.0,8.0,8.0,0.0,,
Oshima,oshima8,1,3,1171.29,670.43,0.0502,0.2528,weak_recovered,0.0,3.714,3.0,0.0,,
Oshima,oshima8,1,4,1195.33,683.65,0.3297,0.648,weak_recovered,0.0,6.283,5.5,0.0,,
Oshima,oshima8,1,5,1222.0,686.0,0.0215,0.1655,weak_recovered,0.0,8.667,9.0,0.0,,
Oshima,oshima8,1,6,1310.33,688.67,0.0215,0.1655,weak_recovered,0.0,6.0,6.0,0.0,,
Oshima,oshima8,1,7,1202.5,692.5,0.0287,0.1911,weak_recovered,0.0,11.5,11.5,0.0,,
Oshima,oshima8,1,8,1302.5,696.0,0.0143,0.1351,strong,1.0,20.0,20.0,0.0,,
Oshima,oshima8,1,9,1195.0,699.5,0.0143,0.1351,weak_recovered,0.0,16.0,16.0,0.0,,
Oshima,oshima8,1,10,1304.0,701.5,0.043,0.234,weak_recovered,0.0,15.5,15.5,0.0,,
Oshima,oshima8,1,11,1313.34,710.46,1.2043,1.2383,mixed,0.22,11.72,11.0,0.0,,
Oshima,oshima8,1,12,1167.05,714.52,10.0645,3.5797,mixed,0.983,28.494,29.0,0.0,check,
Oshima,oshima8,1,13,1261.5,724.0,0.0143,0.1351,weak_recovered,0.0,11.5,11.5,0.0,,
Oshima,oshima8,1,14,1250.31,724.53,41.0896,7.233,mixed,0.953,24.271,24.0,0.0,check,
Oshima,oshima8,1,15,1256.0,727.58,0.3082,0.6265,mixed,0.605,14.326,15.0,0.0,,
Oshima,oshima8,1,16,1340.29,727.68,0.2007,0.5055,weak_recovered,0.0,5.929,6.0,0.0,,
Oshima,oshima8,1,17,1329.73,737.23,0.3441,0.6619,weak_recovered,0.0,0.167,0.0,0.0,,
Oshima,oshima8,1,18,1347.44,743.78,0.0645,0.2866,weak_recovered,0.0,4.111,4.0,0.0,,
Oshima,oshima8,1,19,1254.6,748.93,0.1075,0.37,weak_recovered,0.0,9.0,9.0,0.0,,
Oshima,oshima8,1,20,1318.02,749.66,0.3369,0.655,mixed,0.447,14.106,14.0,0.0,,
Oshima,oshima8,1,21,1182.25,750.5,0.0287,0.1911,weak_recovered,0.0,1.5,1.5,0.0,,
Oshima,oshima8,1,22,1192.99,750.72,1.0036,1.1304,mixed,0.507,13.393,13.0,0.0,,
Oshima,oshima8,1,23,1178.75,751.5,0.0287,0.1911,weak_recovered,0.0,5.75,6.0,0.0,,
Oshima,oshima8,1,24,1347.8,752.4,0.0358,0.2136,weak_recovered,0.0,-2.0,-2.0,0.0,,
